PseudoTimeSec,PseudoTimestamp,R,IR
36.35,09-20-2026 18:34:22:887,96535,182569
36.36,09-20-2026 18:34:22:897,96565,182633
36.37,09-20-2026 18:34:22:907,96559,182597
36.38,09-20-2026 18:34:22:917,96572,182665
36.39,09-20-2026 18:34:22:927,96584,182617
36.4,09-20-2026 18:34:22:937,96572,182685
36.41,09-20-2026 18:34:22:947,96594,182674
36.42,09-20-2026 18:34:22:957,96581,182742
36.43,09-20-2026 18:34:22:967,96584,182726
36.44,09-20-2026 18:34:22:977,96574,182762
36.45,09-20-2026 18:34:22:987,96590,182750
36.46,09-20-2026 18:34:22:997,96556,182808
36.47,09-20-2026 18:34:23:007,96565,182804
36.48,09-20-2026 18:34:23:017,96554,182852
36.49,09-20-2026 18:34:23:027,96528,182852
36.5,09-20-2026 18:34:23:037,96512,182898
36.51,09-20-2026 18:34:23:047,96520,182913
36.52,09-20-2026 18:34:23:057,96506,182935
36.53,09-20-2026 18:34:23:067,96513,182959
36.54,09-20-2026 18:34:23:077,96511,182979
36.55,09-20-2026 18:34:23:087,96511,183017
36.56,09-20-2026 18:34:23:097,96511,183037
36.57,09-20-2026 18:34:23:107,96498,183071
36.58,09-20-2026 18:34:23:117,96523,183079
36.59,09-20-2026 18:34:23:127,96492,183127
36.6,09-20-2026 18:34:23:137,96510,183143
36.61,09-20-2026 18:34:23:147,96490,183171
36.62,09-20-2026 18:34:23:157,96498,183183
36.63,09-20-2026 18:34:23:167,96496,183227
36.64,09-20-2026 18:34:23:177,96511,183219
36.65,09-20-2026 18:34:23:187,96500,183273
36.66,09-20-2026 18:34:23:197,96479,183279
36.67,09-20-2026 18:34:23:207,96493,183331
36.68,09-20-2026 18:34:23:217,96506,183327
36.69,09-20-2026 18:34:23:227,96491,183355
36.7,09-20-2026 18:34:23:237,96509,183373
36.71,09-20-2026 18:34:23:247,96499,183434
36.72,09-20-2026 18:34:23:257,96507,183422
36.73,09-20-2026 18:34:23:267,96497,183488
36.74,09-20-2026 18:34:23:277,96514,183492
36.75,09-20-2026 18:34:23:287,96499,183542
36.76,09-20-2026 18:34:23:297,96498,183562
36.77,09-20-2026 18:34:23:307,96500,183624
36.78,09-20-2026 18:34:23:317,96497,183598
36.79,09-20-2026 18:34:23:327,96498,183672
36.8,09-20-2026 18:34:23:337,96495,183664
36.81,09-20-2026 18:34:23:347,96489,183707
36.82,09-20-2026 18:34:23:357,96516,183711
36.83,09-20-2026 18:34:23:367,96494,183751
36.84,09-20-2026 18:34:23:377,96528,183711
36.85,09-20-2026 18:34:23:387,96480,183675
36.86,09-20-2026 18:34:23:397,96513,183583
36.87,09-20-2026 18:34:23:407,96483,183507
36.88,09-20-2026 18:34:23:417,96504,183423
36.89,09-20-2026 18:34:23:427,96474,183347
36.9,09-20-2026 18:34:23:437,96507,183279
36.91,09-20-2026 18:34:23:447,96488,183238
36.92,09-20-2026 18:34:23:457,96506,183228
36.93,09-20-2026 18:34:23:467,96502,183209
36.94,09-20-2026 18:34:23:477,96528,183210
36.95,09-20-2026 18:34:23:487,96484,183213
36.96,09-20-2026 18:34:23:497,96522,183194
36.97,09-20-2026 18:34:23:507,96496,183189
36.98,09-20-2026 18:34:23:517,96515,183181
36.99,09-20-2026 18:34:23:527,96502,183171
37,09-20-2026 18:34:23:537,96529,183165
37.01,09-20-2026 18:34:23:547,96498,183146
37.02,09-20-2026 18:34:23:557,96539,183118
37.03,09-20-2026 18:34:23:567,96504,183118
37.04,09-20-2026 18:34:23:577,96523,183115
37.05,09-20-2026 18:34:23:587,96498,183111
37.06,09-20-2026 18:34:23:597,96548,183112
37.07,09-20-2026 18:34:23:607,96524,183135
37.08,09-20-2026 18:34:23:617,96556,183148
37.09,09-20-2026 18:34:23:627,96519,183166
37.1,09-20-2026 18:34:23:637,96552,183170
37.11,09-20-2026 18:34:23:647,96524,183169
37.12,09-20-2026 18:34:23:657,96573,183167
37.13,09-20-2026 18:34:23:667,96543,183165
37.14,09-20-2026 18:34:23:677,96551,183156
37.15,09-20-2026 18:34:23:687,96531,183152
37.16,09-20-2026 18:34:23:697,96576,183161
37.17,09-20-2026 18:34:23:707,96576,183168
37.18,09-20-2026 18:34:23:717,96580,183172
37.19,09-20-2026 18:34:23:727,96587,183171
37.2,09-20-2026 18:34:23:737,96584,183197
37.21,09-20-2026 18:34:23:747,96582,183180
37.22,09-20-2026 18:34:23:757,96594,183202
37.23,09-20-2026 18:34:23:767,96603,183193
37.24,09-20-2026 18:34:23:777,96575,183219
37.25,09-20-2026 18:34:23:787,96585,183229
37.26,09-20-2026 18:34:23:797,96570,183245
37.27,09-20-2026 18:34:23:807,96580,183254
37.28,09-20-2026 18:34:23:817,96552,183263
37.29,09-20-2026 18:34:23:827,96560,183278
37.3,09-20-2026 18:34:23:837,96511,183303
37.31,09-20-2026 18:34:23:847,96539,183304
37.32,09-20-2026 18:34:23:857,96491,183332
37.33,09-20-2026 18:34:23:867,96518,183348
37.34,09-20-2026 18:34:23:877,96490,183356
37.35,09-20-2026 18:34:23:887,96513,183360
37.36,09-20-2026 18:34:23:897,96477,183374
37.37,09-20-2026 18:34:23:907,96493,183398
37.38,09-20-2026 18:34:23:917,96485,183406
37.39,09-20-2026 18:34:23:927,96498,183440
37.4,09-20-2026 18:34:23:937,96460,183434
37.41,09-20-2026 18:34:23:947,96493,183460
37.42,09-20-2026 18:34:23:957,96457,183469
37.43,09-20-2026 18:34:23:967,96494,183494
37.44,09-20-2026 18:34:23:977,96455,183507
37.45,09-20-2026 18:34:23:987,96450,183506
37.46,09-20-2026 18:34:23:997,96441,183531
37.47,09-20-2026 18:34:24:007,96442,183544
37.48,09-20-2026 18:34:24:017,96443,183554
37.49,09-20-2026 18:34:24:027,96455,183564
37.5,09-20-2026 18:34:24:037,96419,183587
37.51,09-20-2026 18:34:24:047,96447,183619
37.52,09-20-2026 18:34:24:057,96435,183627
37.53,09-20-2026 18:34:24:067,96445,183635
37.54,09-20-2026 18:34:24:077,96416,183647
37.55,09-20-2026 18:34:24:087,96415,183657
37.56,09-20-2026 18:34:24:097,96416,183695
37.57,09-20-2026 18:34:24:107,96399,183711
37.58,09-20-2026 18:34:24:117,96405,183727
37.59,09-20-2026 18:34:24:127,96398,183757
37.6,09-20-2026 18:34:24:137,96395,183779
37.61,09-20-2026 18:34:24:147,96398,183802
37.62,09-20-2026 18:34:24:157,96418,183834
37.63,09-20-2026 18:34:24:167,96402,183838
37.64,09-20-2026 18:34:24:177,96394,183838
37.65,09-20-2026 18:34:24:187,96386,183766
37.66,09-20-2026 18:34:24:197,96388,183690
37.67,09-20-2026 18:34:24:207,96391,183606
37.68,09-20-2026 18:34:24:217,96384,183510
37.69,09-20-2026 18:34:24:227,96405,183422
37.7,09-20-2026 18:34:24:237,96403,183342
37.71,09-20-2026 18:34:24:247,96384,183289
37.72,09-20-2026 18:34:24:257,96395,183253
37.73,09-20-2026 18:34:24:267,96389,183208
37.74,09-20-2026 18:34:24:277,96394,183193
37.75,09-20-2026 18:34:24:287,96386,183163
37.76,09-20-2026 18:34:24:297,96401,183142
37.77,09-20-2026 18:34:24:307,96390,183106
37.78,09-20-2026 18:34:24:317,96395,183064
37.79,09-20-2026 18:34:24:327,96383,183064
37.8,09-20-2026 18:34:24:337,96396,183004
37.81,09-20-2026 18:34:24:347,96408,182981
37.82,09-20-2026 18:34:24:357,96390,182947
37.83,09-20-2026 18:34:24:367,96410,182923
37.84,09-20-2026 18:34:24:377,96391,182887
37.85,09-20-2026 18:34:24:387,96410,182889
37.86,09-20-2026 18:34:24:397,96403,182881
37.87,09-20-2026 18:34:24:407,96415,182851
37.88,09-20-2026 18:34:24:417,96393,182865
37.89,09-20-2026 18:34:24:427,96392,182859
37.9,09-20-2026 18:34:24:437,96412,182847
37.91,09-20-2026 18:34:24:447,96408,182835
37.92,09-20-2026 18:34:24:457,96425,182803
37.93,09-20-2026 18:34:24:467,96408,182793
37.94,09-20-2026 18:34:24:477,96422,182777
37.95,09-20-2026 18:34:24:487,96411,182753
37.96,09-20-2026 18:34:24:497,96407,182739
37.97,09-20-2026 18:34:24:507,96411,182721
37.98,09-20-2026 18:34:24:517,96427,182685
37.99,09-20-2026 18:34:24:527,96434,182701
38,09-20-2026 18:34:24:537,96434,182681
38.01,09-20-2026 18:34:24:547,96428,182688
38.02,09-20-2026 18:34:24:557,96432,182658
38.03,09-20-2026 18:34:24:567,96439,182669
38.04,09-20-2026 18:34:24:577,96441,182654
38.05,09-20-2026 18:34:24:587,96422,182672
38.06,09-20-2026 18:34:24:597,96433,182639
38.07,09-20-2026 18:34:24:607,96421,182683
38.08,09-20-2026 18:34:24:617,96406,182665
38.09,09-20-2026 18:34:24:627,96375,182661
38.1,09-20-2026 18:34:24:637,96361,182655
38.11,09-20-2026 18:34:24:647,96356,182690
38.12,09-20-2026 18:34:24:657,96330,182657
38.13,09-20-2026 18:34:24:667,96316,182688
38.14,09-20-2026 18:34:24:677,96313,182672
38.15,09-20-2026 18:34:24:687,96304,182713
38.16,09-20-2026 18:34:24:697,96303,182677
38.17,09-20-2026 18:34:24:707,96292,182730
38.18,09-20-2026 18:34:24:717,96269,182681
38.19,09-20-2026 18:34:24:727,96283,182743
38.2,09-20-2026 18:34:24:737,96268,182708
38.21,09-20-2026 18:34:24:747,96265,182758
38.22,09-20-2026 18:34:24:757,96247,182721
38.23,09-20-2026 18:34:24:767,96251,182779
38.24,09-20-2026 18:34:24:777,96226,182736
38.25,09-20-2026 18:34:24:787,96225,182780
38.26,09-20-2026 18:34:24:797,96206,182752
38.27,09-20-2026 18:34:24:807,96203,182807
38.28,09-20-2026 18:34:24:817,96205,182757
38.29,09-20-2026 18:34:24:827,96217,182818
38.3,09-20-2026 18:34:24:837,96199,182776
38.31,09-20-2026 18:34:24:847,96205,182839
38.32,09-20-2026 18:34:24:857,96217,182827
38.33,09-20-2026 18:34:24:867,96202,182877
38.34,09-20-2026 18:34:24:877,96193,182841
38.35,09-20-2026 18:34:24:887,96187,182879
38.36,09-20-2026 18:34:24:897,96180,182893
38.37,09-20-2026 18:34:24:907,96184,182929
38.38,09-20-2026 18:34:24:917,96179,182905
38.39,09-20-2026 18:34:24:927,96182,182971
38.4,09-20-2026 18:34:24:937,96186,182983
38.41,09-20-2026 18:34:24:947,96168,183014
38.42,09-20-2026 18:34:24:957,96186,183030
38.43,09-20-2026 18:34:24:967,96176,183054
38.44,09-20-2026 18:34:24:977,96171,183066
38.45,09-20-2026 18:34:24:987,96157,183038
38.46,09-20-2026 18:34:24:997,96153,183010
38.47,09-20-2026 18:34:25:007,96152,182894
38.48,09-20-2026 18:34:25:017,96184,182810
38.49,09-20-2026 18:34:25:027,96166,182666
38.5,09-20-2026 18:34:25:037,96176,182586
38.51,09-20-2026 18:34:25:047,96178,182469
38.52,09-20-2026 18:34:25:057,96164,182389
38.53,09-20-2026 18:34:25:067,96159,182297
38.54,09-20-2026 18:34:25:077,96176,182273
38.55,09-20-2026 18:34:25:087,96178,182177
38.56,09-20-2026 18:34:25:097,96164,182169
38.57,09-20-2026 18:34:25:107,96163,182097
38.58,09-20-2026 18:34:25:117,96159,182085
38.59,09-20-2026 18:34:25:127,96179,182013
38.6,09-20-2026 18:34:25:137,96156,182005
38.61,09-20-2026 18:34:25:147,96183,181911
38.62,09-20-2026 18:34:25:157,96177,181902
38.63,09-20-2026 18:34:25:167,96190,181803
38.64,09-20-2026 18:34:25:177,96190,181788
38.65,09-20-2026 18:34:25:187,96182,181707
38.66,09-20-2026 18:34:25:197,96179,181695
38.67,09-20-2026 18:34:25:207,96192,181656
38.68,09-20-2026 18:34:25:217,96184,181665
38.69,09-20-2026 18:34:25:227,96204,181617
38.7,09-20-2026 18:34:25:237,96189,181635
38.71,09-20-2026 18:34:25:247,96210,181614
38.72,09-20-2026 18:34:25:257,96186,181608
38.73,09-20-2026 18:34:25:267,96211,181558
38.74,09-20-2026 18:34:25:277,96184,181568
38.75,09-20-2026 18:34:25:287,96227,181520
38.76,09-20-2026 18:34:25:297,96207,181524
38.77,09-20-2026 18:34:25:307,96246,181466
38.78,09-20-2026 18:34:25:317,96199,181460
38.79,09-20-2026 18:34:25:327,96243,181436
38.8,09-20-2026 18:34:25:337,96200,181436
38.81,09-20-2026 18:34:25:347,96246,181410
38.82,09-20-2026 18:34:25:357,96206,181407
38.83,09-20-2026 18:34:25:367,96260,181413
38.84,09-20-2026 18:34:25:377,96222,181423
38.85,09-20-2026 18:34:25:387,96242,181394
38.86,09-20-2026 18:34:25:397,96168,181402
38.87,09-20-2026 18:34:25:407,96214,181389
38.88,09-20-2026 18:34:25:417,96156,181407
38.89,09-20-2026 18:34:25:427,96180,181415
38.9,09-20-2026 18:34:25:437,96118,181421
38.91,09-20-2026 18:34:25:447,96140,181409
38.92,09-20-2026 18:34:25:457,96114,181429
38.93,09-20-2026 18:34:25:467,96141,181433
38.94,09-20-2026 18:34:25:477,96086,181450
38.95,09-20-2026 18:34:25:487,96104,181439
38.96,09-20-2026 18:34:25:497,96102,181466
38.97,09-20-2026 18:34:25:507,96114,181472
38.98,09-20-2026 18:34:25:517,96086,181479
38.99,09-20-2026 18:34:25:527,96105,181496
39,09-20-2026 18:34:25:537,96082,181509
39.01,09-20-2026 18:34:25:547,96077,181514
39.02,09-20-2026 18:34:25:557,96055,181552
39.03,09-20-2026 18:34:25:567,96078,181566
39.04,09-20-2026 18:34:25:577,96070,181588
39.05,09-20-2026 18:34:25:587,96053,181602
39.06,09-20-2026 18:34:25:597,96073,181600
39.07,09-20-2026 18:34:25:607,96067,181614
39.08,09-20-2026 18:34:25:617,96081,181630
39.09,09-20-2026 18:34:25:627,96061,181654
39.1,09-20-2026 18:34:25:637,96073,181672
39.11,09-20-2026 18:34:25:647,96051,181684
39.12,09-20-2026 18:34:25:657,96084,181696
39.13,09-20-2026 18:34:25:667,96073,181708
39.14,09-20-2026 18:34:25:677,96084,181724
39.15,09-20-2026 18:34:25:687,96066,181758
39.16,09-20-2026 18:34:25:697,96076,181788
39.17,09-20-2026 18:34:25:707,96045,181796
39.18,09-20-2026 18:34:25:717,96087,181828
39.19,09-20-2026 18:34:25:727,96055,181866
39.2,09-20-2026 18:34:25:737,96095,181896
39.21,09-20-2026 18:34:25:747,96053,181922
39.22,09-20-2026 18:34:25:757,96102,181937
39.23,09-20-2026 18:34:25:767,96061,181972
39.24,09-20-2026 18:34:25:777,96097,181952
39.25,09-20-2026 18:34:25:787,96061,181902
39.26,09-20-2026 18:34:25:797,96107,181817
39.27,09-20-2026 18:34:25:807,96069,181707
39.28,09-20-2026 18:34:25:817,96099,181612
39.29,09-20-2026 18:34:25:827,96059,181482
39.3,09-20-2026 18:34:25:837,96095,181387
39.31,09-20-2026 18:34:25:847,96074,181291
39.32,09-20-2026 18:34:25:857,96107,181207
39.33,09-20-2026 18:34:25:867,96090,181155
39.34,09-20-2026 18:34:25:877,96120,181119
39.35,09-20-2026 18:34:25:887,96093,181075
39.36,09-20-2026 18:34:25:897,96125,181039
39.37,09-20-2026 18:34:25:907,96090,181007
39.38,09-20-2026 18:34:25:917,96115,180963
39.39,09-20-2026 18:34:25:927,96104,180915
39.4,09-20-2026 18:34:25:937,96105,180899
39.41,09-20-2026 18:34:25:947,96126,180859
39.42,09-20-2026 18:34:25:957,96126,180811
39.43,09-20-2026 18:34:25:967,96115,180775
39.44,09-20-2026 18:34:25:977,96124,180757
39.45,09-20-2026 18:34:25:987,96139,180733
39.46,09-20-2026 18:34:25:997,96134,180733
39.47,09-20-2026 18:34:26:007,96139,180721
39.48,09-20-2026 18:34:26:017,96142,180753
39.49,09-20-2026 18:34:26:027,96138,180731
39.5,09-20-2026 18:34:26:037,96138,180735
39.51,09-20-2026 18:34:26:047,96150,180735
39.52,09-20-2026 18:34:26:057,96157,180721
39.53,09-20-2026 18:34:26:067,96159,180708
39.54,09-20-2026 18:34:26:077,96153,180697
39.55,09-20-2026 18:34:26:087,96186,180698
39.56,09-20-2026 18:34:26:097,96171,180670
39.57,09-20-2026 18:34:26:107,96181,180664
39.58,09-20-2026 18:34:26:117,96189,180672
39.59,09-20-2026 18:34:26:127,96186,180656
39.6,09-20-2026 18:34:26:137,96192,180666
39.61,09-20-2026 18:34:26:147,96192,180677
39.62,09-20-2026 18:34:26:157,96203,180680
39.63,09-20-2026 18:34:26:167,96214,180678
39.64,09-20-2026 18:34:26:177,96212,180718
39.65,09-20-2026 18:34:26:187,96194,180710
39.66,09-20-2026 18:34:26:197,96180,180716
39.67,09-20-2026 18:34:26:207,96161,180752
39.68,09-20-2026 18:34:26:217,96138,180759
39.69,09-20-2026 18:34:26:227,96135,180774
39.7,09-20-2026 18:34:26:237,96101,180779
39.71,09-20-2026 18:34:26:247,96102,180818
39.72,09-20-2026 18:34:26:257,96100,180824
39.73,09-20-2026 18:34:26:267,96076,180856
39.74,09-20-2026 18:34:26:277,96101,180870
39.75,09-20-2026 18:34:26:287,96075,180880
39.76,09-20-2026 18:34:26:297,96085,180906
39.77,09-20-2026 18:34:26:307,96077,180928
39.78,09-20-2026 18:34:26:317,96060,180972
39.79,09-20-2026 18:34:26:327,96053,180976
39.8,09-20-2026 18:34:26:337,96047,181002
39.81,09-20-2026 18:34:26:347,96058,181042
39.82,09-20-2026 18:34:26:357,96056,181074
39.83,09-20-2026 18:34:26:367,96056,181084
39.84,09-20-2026 18:34:26:377,96040,181098
39.85,09-20-2026 18:34:26:387,96041,181120
39.86,09-20-2026 18:34:26:397,96046,181148
39.87,09-20-2026 18:34:26:407,96051,181152
39.88,09-20-2026 18:34:26:417,96042,181210
39.89,09-20-2026 18:34:26:427,96037,181206
39.9,09-20-2026 18:34:26:437,96051,181206
39.91,09-20-2026 18:34:26:447,96048,181253
39.92,09-20-2026 18:34:26:457,96065,181274
39.93,09-20-2026 18:34:26:467,96047,181313
39.94,09-20-2026 18:34:26:477,96059,181337
39.95,09-20-2026 18:34:26:487,96042,181379
39.96,09-20-2026 18:34:26:497,96045,181364
39.97,09-20-2026 18:34:26:507,96030,181433
39.98,09-20-2026 18:34:26:517,96044,181442
39.99,09-20-2026 18:34:26:527,96043,181514
40,09-20-2026 18:34:26:537,96036,181499
40.01,09-20-2026 18:34:26:547,96047,181567
40.02,09-20-2026 18:34:26:557,96060,181543
40.03,09-20-2026 18:34:26:567,96061,181579
40.04,09-20-2026 18:34:26:577,96076,181525
40.05,09-20-2026 18:34:26:587,96072,181489
40.06,09-20-2026 18:34:26:597,96067,181345
40.07,09-20-2026 18:34:26:607,96074,181261
40.08,09-20-2026 18:34:26:617,96083,181111
40.09,09-20-2026 18:34:26:627,96080,181069
40.1,09-20-2026 18:34:26:637,96105,180925
40.11,09-20-2026 18:34:26:647,96083,180919
40.12,09-20-2026 18:34:26:657,96094,180802
40.13,09-20-2026 18:34:26:667,96084,180823
40.14,09-20-2026 18:34:26:677,96087,180763
40.15,09-20-2026 18:34:26:687,96095,180796
40.16,09-20-2026 18:34:26:697,96102,180730
40.17,09-20-2026 18:34:26:707,96103,180739
40.18,09-20-2026 18:34:26:717,96116,180682
40.19,09-20-2026 18:34:26:727,96107,180685
40.2,09-20-2026 18:34:26:737,96121,180637
40.21,09-20-2026 18:34:26:747,96110,180613
40.22,09-20-2026 18:34:26:757,96130,180592
40.23,09-20-2026 18:34:26:767,96118,180585
40.24,09-20-2026 18:34:26:777,96124,180538
40.25,09-20-2026 18:34:26:787,96121,180556
40.26,09-20-2026 18:34:26:797,96148,180560
40.27,09-20-2026 18:34:26:807,96118,180563
40.28,09-20-2026 18:34:26:817,96159,180578
40.29,09-20-2026 18:34:26:827,96145,180569
40.3,09-20-2026 18:34:26:837,96144,180579
40.31,09-20-2026 18:34:26:847,96149,180564
40.32,09-20-2026 18:34:26:857,96176,180581
40.33,09-20-2026 18:34:26:867,96172,180564
40.34,09-20-2026 18:34:26:877,96192,180575
40.35,09-20-2026 18:34:26:887,96190,180552
40.36,09-20-2026 18:34:26:897,96200,180591
40.37,09-20-2026 18:34:26:907,96190,180550
40.38,09-20-2026 18:34:26:917,96199,180578
40.39,09-20-2026 18:34:26:927,96208,180549
40.4,09-20-2026 18:34:26:937,96195,180581
40.41,09-20-2026 18:34:26:947,96211,180590
40.42,09-20-2026 18:34:26:957,96187,180606
40.43,09-20-2026 18:34:26:967,96188,180624
40.44,09-20-2026 18:34:26:977,96169,180658
40.45,09-20-2026 18:34:26:987,96167,180660
40.46,09-20-2026 18:34:26:997,96145,180698
40.47,09-20-2026 18:34:27:007,96138,180688
40.48,09-20-2026 18:34:27:017,96120,180750
40.49,09-20-2026 18:34:27:027,96154,180734
40.5,09-20-2026 18:34:27:037,96129,180780
40.51,09-20-2026 18:34:27:047,96135,180757
40.52,09-20-2026 18:34:27:057,96123,180811
40.53,09-20-2026 18:34:27:067,96156,180819
40.54,09-20-2026 18:34:27:077,96128,180859
40.55,09-20-2026 18:34:27:087,96128,180851
40.56,09-20-2026 18:34:27:097,96117,180907
40.57,09-20-2026 18:34:27:107,96122,180905
40.58,09-20-2026 18:34:27:117,96100,180957
40.59,09-20-2026 18:34:27:127,96119,180963
40.6,09-20-2026 18:34:27:137,96106,181003
40.61,09-20-2026 18:34:27:147,96121,181005
40.62,09-20-2026 18:34:27:157,96093,181033
40.63,09-20-2026 18:34:27:167,96120,181037
40.64,09-20-2026 18:34:27:177,96088,181077
40.65,09-20-2026 18:34:27:187,96143,181103
40.66,09-20-2026 18:34:27:197,96107,181129
40.67,09-20-2026 18:34:27:207,96138,181139
40.68,09-20-2026 18:34:27:217,96090,181179
40.69,09-20-2026 18:34:27:227,96128,181207
40.7,09-20-2026 18:34:27:237,96106,181249
40.71,09-20-2026 18:34:27:247,96137,181273
40.72,09-20-2026 18:34:27:257,96086,181297
40.73,09-20-2026 18:34:27:267,96137,181342
40.74,09-20-2026 18:34:27:277,96106,181372
40.75,09-20-2026 18:34:27:287,96151,181393
40.76,09-20-2026 18:34:27:297,96105,181441
40.77,09-20-2026 18:34:27:307,96155,181471
40.78,09-20-2026 18:34:27:317,96111,181504
40.79,09-20-2026 18:34:27:327,96173,181537
40.8,09-20-2026 18:34:27:337,96152,181552
40.81,09-20-2026 18:34:27:347,96151,181513
40.82,09-20-2026 18:34:27:357,96134,181453
40.83,09-20-2026 18:34:27:367,96180,181397
40.84,09-20-2026 18:34:27:377,96160,181317
40.85,09-20-2026 18:34:27:387,96169,181233
40.86,09-20-2026 18:34:27:397,96159,181165
40.87,09-20-2026 18:34:27:407,96175,181105
40.88,09-20-2026 18:34:27:417,96169,181065
40.89,09-20-2026 18:34:27:427,96179,181045
40.9,09-20-2026 18:34:27:437,96190,181009
40.91,09-20-2026 18:34:27:447,96204,181001
40.92,09-20-2026 18:34:27:457,96211,180993
40.93,09-20-2026 18:34:27:467,96204,181016
40.94,09-20-2026 18:34:27:477,96214,180996
40.95,09-20-2026 18:34:27:487,96215,180971
40.96,09-20-2026 18:34:27:497,96226,180956
40.97,09-20-2026 18:34:27:507,96229,180953
40.98,09-20-2026 18:34:27:517,96260,180936
40.99,09-20-2026 18:34:27:527,96243,180932
41,09-20-2026 18:34:27:537,96250,180925
41.01,09-20-2026 18:34:27:547,96229,180953
41.02,09-20-2026 18:34:27:557,96274,180966
41.03,09-20-2026 18:34:27:567,96263,180987
41.04,09-20-2026 18:34:27:577,96277,181012
41.05,09-20-2026 18:34:27:587,96255,181041
41.06,09-20-2026 18:34:27:597,96291,181034
41.07,09-20-2026 18:34:27:607,96279,181058
41.08,09-20-2026 18:34:27:617,96300,181040
41.09,09-20-2026 18:34:27:627,96262,181058
41.1,09-20-2026 18:34:27:637,96308,181046
41.11,09-20-2026 18:34:27:647,96286,181037
41.12,09-20-2026 18:34:27:657,96354,181055
41.13,09-20-2026 18:34:27:667,96298,181069
41.14,09-20-2026 18:34:27:677,96330,181055
41.15,09-20-2026 18:34:27:687,96321,181091
41.16,09-20-2026 18:34:27:697,96342,181105
41.17,09-20-2026 18:34:27:707,96332,181131
41.18,09-20-2026 18:34:27:717,96342,181131
41.19,09-20-2026 18:34:27:727,96336,181163
41.2,09-20-2026 18:34:27:737,96359,181169
41.21,09-20-2026 18:34:27:747,96325,181198
41.22,09-20-2026 18:34:27:757,96341,181240
41.23,09-20-2026 18:34:27:767,96325,181242
41.24,09-20-2026 18:34:27:777,96320,181276
41.25,09-20-2026 18:34:27:787,96301,181288
41.26,09-20-2026 18:34:27:797,96287,181318
41.27,09-20-2026 18:34:27:807,96285,181346
41.28,09-20-2026 18:34:27:817,96280,181372
41.29,09-20-2026 18:34:27:827,96271,181416
41.3,09-20-2026 18:34:27:837,96288,181422
41.31,09-20-2026 18:34:27:847,96270,181466
41.32,09-20-2026 18:34:27:857,96281,181488
41.33,09-20-2026 18:34:27:867,96276,181512
41.34,09-20-2026 18:34:27:877,96288,181510
41.35,09-20-2026 18:34:27:887,96284,181550
41.36,09-20-2026 18:34:27:897,96282,181584
41.37,09-20-2026 18:34:27:907,96300,181604
41.38,09-20-2026 18:34:27:917,96284,181642
41.39,09-20-2026 18:34:27:927,96279,181670
41.4,09-20-2026 18:34:27:937,96287,181698
41.41,09-20-2026 18:34:27:947,96286,181727
41.42,09-20-2026 18:34:27:957,96296,181763
41.43,09-20-2026 18:34:27:967,96301,181784
41.44,09-20-2026 18:34:27:977,96310,181820
41.45,09-20-2026 18:34:27:987,96308,181844
41.46,09-20-2026 18:34:27:997,96295,181862
41.47,09-20-2026 18:34:28:007,96307,181892
41.48,09-20-2026 18:34:28:017,96313,181931
41.49,09-20-2026 18:34:28:027,96315,181955
41.5,09-20-2026 18:34:28:037,96321,181997
41.51,09-20-2026 18:34:28:047,96330,182030
41.52,09-20-2026 18:34:28:057,96332,182048
41.53,09-20-2026 18:34:28:067,96310,182090
41.54,09-20-2026 18:34:28:077,96325,182129
41.55,09-20-2026 18:34:28:087,96327,182168
41.56,09-20-2026 18:34:28:097,96339,182210
41.57,09-20-2026 18:34:28:107,96336,182243
41.58,09-20-2026 18:34:28:117,96321,182294
41.59,09-20-2026 18:34:28:127,96330,182315
41.6,09-20-2026 18:34:28:137,96351,182327
41.61,09-20-2026 18:34:28:147,96344,182341
41.62,09-20-2026 18:34:28:157,96349,182293
41.63,09-20-2026 18:34:28:167,96355,182245
41.64,09-20-2026 18:34:28:177,96363,182169
41.65,09-20-2026 18:34:28:187,96369,182093
41.66,09-20-2026 18:34:28:197,96380,182037
41.67,09-20-2026 18:34:28:207,96391,182001
41.68,09-20-2026 18:34:28:217,96379,181949
41.69,09-20-2026 18:34:28:227,96377,181925
41.7,09-20-2026 18:34:28:237,96390,181937
41.71,09-20-2026 18:34:28:247,96390,181938
41.72,09-20-2026 18:34:28:257,96395,181945
41.73,09-20-2026 18:34:28:267,96410,181947
41.74,09-20-2026 18:34:28:277,96407,181962
41.75,09-20-2026 18:34:28:287,96432,181956
41.76,09-20-2026 18:34:28:297,96406,182002
41.77,09-20-2026 18:34:28:307,96420,181977
41.78,09-20-2026 18:34:28:317,96428,182007
41.79,09-20-2026 18:34:28:327,96431,182007
41.8,09-20-2026 18:34:28:337,96424,182034
41.81,09-20-2026 18:34:28:347,96434,182039
41.82,09-20-2026 18:34:28:357,96446,182105
41.83,09-20-2026 18:34:28:367,96455,182083
41.84,09-20-2026 18:34:28:377,96450,182139
41.85,09-20-2026 18:34:28:387,96462,182119
41.86,09-20-2026 18:34:28:397,96466,182149
41.87,09-20-2026 18:34:28:407,96477,182119
41.88,09-20-2026 18:34:28:417,96477,182177
41.89,09-20-2026 18:34:28:427,96481,182147
41.9,09-20-2026 18:34:28:437,96497,182199
41.91,09-20-2026 18:34:28:447,96496,182170
41.92,09-20-2026 18:34:28:457,96499,182218
41.93,09-20-2026 18:34:28:467,96490,182190
