PseudoTimeSec,PseudoTimestamp,R,IR
48.74,09-20-2026 20:32:52:997,113877,86924
48.75,09-20-2026 20:32:53:007,113865,86927
48.76,09-20-2026 20:32:53:017,113877,86945
48.77,09-20-2026 20:32:53:027,113891,86945
48.78,09-20-2026 20:32:53:037,113903,86966
48.79,09-20-2026 20:32:53:047,113892,86968
48.8,09-20-2026 20:32:53:057,113911,86962
48.81,09-20-2026 20:32:53:067,113901,86952
48.82,09-20-2026 20:32:53:077,113887,86942
48.83,09-20-2026 20:32:53:087,113888,86929
48.84,09-20-2026 20:32:53:097,113890,86949
48.85,09-20-2026 20:32:53:107,113888,86936
48.86,09-20-2026 20:32:53:117,113884,86942
48.87,09-20-2026 20:32:53:127,113893,86938
48.88,09-20-2026 20:32:53:137,113896,86965
48.89,09-20-2026 20:32:53:147,113895,86965
48.9,09-20-2026 20:32:53:157,113896,86979
48.91,09-20-2026 20:32:53:167,113899,86975
48.92,09-20-2026 20:32:53:177,113903,86966
48.93,09-20-2026 20:32:53:187,113899,86968
48.94,09-20-2026 20:32:53:197,113905,86960
48.95,09-20-2026 20:32:53:207,113886,86961
48.96,09-20-2026 20:32:53:217,113894,86959
48.97,09-20-2026 20:32:53:227,113896,86958
48.98,09-20-2026 20:32:53:237,113912,86959
48.99,09-20-2026 20:32:53:247,113898,86974
49,09-20-2026 20:32:53:257,113907,86975
49.01,09-20-2026 20:32:53:267,113910,86971
49.02,09-20-2026 20:32:53:277,113916,86980
49.03,09-20-2026 20:32:53:287,113918,86986
49.04,09-20-2026 20:32:53:297,113916,86985
49.05,09-20-2026 20:32:53:307,113912,86995
49.06,09-20-2026 20:32:53:317,113900,86979
49.07,09-20-2026 20:32:53:327,113907,86966
49.08,09-20-2026 20:32:53:337,113905,86967
49.09,09-20-2026 20:32:53:347,113918,86987
49.1,09-20-2026 20:32:53:357,113928,87003
49.11,09-20-2026 20:32:53:367,113945,86993
49.12,09-20-2026 20:32:53:377,113939,86989
49.13,09-20-2026 20:32:53:387,113932,86999
49.14,09-20-2026 20:32:53:397,113932,86986
49.15,09-20-2026 20:32:53:407,113916,86983
49.16,09-20-2026 20:32:53:417,113919,86992
49.17,09-20-2026 20:32:53:427,113924,86992
49.18,09-20-2026 20:32:53:437,113951,87010
49.19,09-20-2026 20:32:53:447,113934,87010
49.2,09-20-2026 20:32:53:457,113926,87023
49.21,09-20-2026 20:32:53:467,113947,87021
49.22,09-20-2026 20:32:53:477,113950,87018
49.23,09-20-2026 20:32:53:487,113974,87013
49.24,09-20-2026 20:32:53:497,113963,87022
49.25,09-20-2026 20:32:53:507,113975,87030
49.26,09-20-2026 20:32:53:517,113968,87018
49.27,09-20-2026 20:32:53:527,113975,87018
49.28,09-20-2026 20:32:53:537,113978,87025
49.29,09-20-2026 20:32:53:547,113976,87027
49.3,09-20-2026 20:32:53:557,113975,87039
49.31,09-20-2026 20:32:53:567,114005,87051
49.32,09-20-2026 20:32:53:577,113988,87051
49.33,09-20-2026 20:32:53:587,114013,87048
49.34,09-20-2026 20:32:53:597,114012,87051
49.35,09-20-2026 20:32:53:607,114035,87055
49.36,09-20-2026 20:32:53:617,114002,87069
49.37,09-20-2026 20:32:53:627,114023,87038
49.38,09-20-2026 20:32:53:637,114009,87046
49.39,09-20-2026 20:32:53:647,114033,87047
49.4,09-20-2026 20:32:53:657,114012,87065
49.41,09-20-2026 20:32:53:667,114058,87074
49.42,09-20-2026 20:32:53:677,114040,87068
49.43,09-20-2026 20:32:53:687,114069,87081
49.44,09-20-2026 20:32:53:697,114030,87071
49.45,09-20-2026 20:32:53:707,114058,87074
49.46,09-20-2026 20:32:53:717,114028,87070
49.47,09-20-2026 20:32:53:727,114070,87083
49.48,09-20-2026 20:32:53:737,114052,87070
49.49,09-20-2026 20:32:53:747,114063,87064
49.5,09-20-2026 20:32:53:757,114024,87075
49.51,09-20-2026 20:32:53:767,114071,87074
49.52,09-20-2026 20:32:53:777,114038,87072
49.53,09-20-2026 20:32:53:787,114065,87048
49.54,09-20-2026 20:32:53:797,114035,87030
49.55,09-20-2026 20:32:53:807,114032,87032
49.56,09-20-2026 20:32:53:817,113984,87010
49.57,09-20-2026 20:32:53:827,114026,87010
49.58,09-20-2026 20:32:53:837,113963,86998
49.59,09-20-2026 20:32:53:847,113837,86940
49.6,09-20-2026 20:32:53:857,113720,86930
49.61,09-20-2026 20:32:53:867,113714,86911
49.62,09-20-2026 20:32:53:877,113614,86887
49.63,09-20-2026 20:32:53:887,113518,86859
49.64,09-20-2026 20:32:53:897,113354,86793
49.65,09-20-2026 20:32:53:907,113322,86757
49.66,09-20-2026 20:32:53:917,113250,86777
49.67,09-20-2026 20:32:53:927,113322,86793
49.68,09-20-2026 20:32:53:937,113278,86817
49.69,09-20-2026 20:32:53:947,113346,86825
49.7,09-20-2026 20:32:53:957,113322,86811
49.71,09-20-2026 20:32:53:967,113333,86787
49.72,09-20-2026 20:32:53:977,113277,86775
49.73,09-20-2026 20:32:53:987,113309,86776
49.74,09-20-2026 20:32:53:997,113233,86742
49.75,09-20-2026 20:32:54:007,113257,86705
49.76,09-20-2026 20:32:54:017,113195,86704
49.77,09-20-2026 20:32:54:027,113255,86671
49.78,09-20-2026 20:32:54:037,113215,86691
49.79,09-20-2026 20:32:54:047,113249,86684
49.8,09-20-2026 20:32:54:057,113261,86715
49.81,09-20-2026 20:32:54:067,113318,86733
49.82,09-20-2026 20:32:54:077,113312,86733
49.83,09-20-2026 20:32:54:087,113348,86759
49.84,09-20-2026 20:32:54:097,113300,86737
49.85,09-20-2026 20:32:54:107,113320,86713
49.86,09-20-2026 20:32:54:117,113252,86671
49.87,09-20-2026 20:32:54:127,113210,86633
49.88,09-20-2026 20:32:54:137,113160,86601
49.89,09-20-2026 20:32:54:147,113174,86595
49.9,09-20-2026 20:32:54:157,113146,86585
49.91,09-20-2026 20:32:54:167,113186,86612
49.92,09-20-2026 20:32:54:177,113176,86614
49.93,09-20-2026 20:32:54:187,113199,86632
49.94,09-20-2026 20:32:54:197,113211,86631
49.95,09-20-2026 20:32:54:207,113214,86624
49.96,09-20-2026 20:32:54:217,113163,86608
49.97,09-20-2026 20:32:54:227,113160,86593
49.98,09-20-2026 20:32:54:237,113153,86605
49.99,09-20-2026 20:32:54:247,113171,86605
50,09-20-2026 20:32:54:257,113195,86621
50.01,09-20-2026 20:32:54:267,113176,86624
50.02,09-20-2026 20:32:54:277,113173,86603
50.03,09-20-2026 20:32:54:287,113173,86613
50.04,09-20-2026 20:32:54:297,113179,86630
50.05,09-20-2026 20:32:54:307,113200,86601
50.06,09-20-2026 20:32:54:317,113202,86630
50.07,09-20-2026 20:32:54:327,113184,86639
50.08,09-20-2026 20:32:54:337,113205,86625
50.09,09-20-2026 20:32:54:347,113184,86617
50.1,09-20-2026 20:32:54:357,113209,86634
50.11,09-20-2026 20:32:54:367,113176,86612
50.12,09-20-2026 20:32:54:377,113188,86626
50.13,09-20-2026 20:32:54:387,113195,86612
50.14,09-20-2026 20:32:54:397,113203,86627
50.15,09-20-2026 20:32:54:407,113183,86621
50.16,09-20-2026 20:32:54:417,113200,86621
50.17,09-20-2026 20:32:54:427,113194,86622
50.18,09-20-2026 20:32:54:437,113196,86622
50.19,09-20-2026 20:32:54:447,113177,86620
50.2,09-20-2026 20:32:54:457,113203,86619
50.21,09-20-2026 20:32:54:467,113185,86616
50.22,09-20-2026 20:32:54:477,113209,86618
50.23,09-20-2026 20:32:54:487,113181,86620
50.24,09-20-2026 20:32:54:497,113220,86606
50.25,09-20-2026 20:32:54:507,113178,86607
50.26,09-20-2026 20:32:54:517,113215,86625
50.27,09-20-2026 20:32:54:527,113166,86616
50.28,09-20-2026 20:32:54:537,113213,86608
50.29,09-20-2026 20:32:54:547,113174,86608
50.3,09-20-2026 20:32:54:557,113196,86596
50.31,09-20-2026 20:32:54:567,113163,86597
50.32,09-20-2026 20:32:54:577,113197,86592
50.33,09-20-2026 20:32:54:587,113169,86586
50.34,09-20-2026 20:32:54:597,113182,86577
50.35,09-20-2026 20:32:54:607,113154,86557
50.36,09-20-2026 20:32:54:617,113194,86559
50.37,09-20-2026 20:32:54:627,113148,86562
50.38,09-20-2026 20:32:54:637,113191,86574
50.39,09-20-2026 20:32:54:647,113160,86575
50.4,09-20-2026 20:32:54:657,113191,86589
50.41,09-20-2026 20:32:54:667,113171,86599
50.42,09-20-2026 20:32:54:677,113203,86598
50.43,09-20-2026 20:32:54:687,113155,86590
50.44,09-20-2026 20:32:54:697,113205,86582
50.45,09-20-2026 20:32:54:707,113119,86568
50.46,09-20-2026 20:32:54:717,113151,86547
50.47,09-20-2026 20:32:54:727,113081,86541
50.48,09-20-2026 20:32:54:737,113081,86505
50.49,09-20-2026 20:32:54:747,113045,86523
50.5,09-20-2026 20:32:54:757,113073,86517
50.51,09-20-2026 20:32:54:767,113045,86523
50.52,09-20-2026 20:32:54:777,113057,86517
50.53,09-20-2026 20:32:54:787,113045,86522
50.54,09-20-2026 20:32:54:797,113047,86519
50.55,09-20-2026 20:32:54:807,113015,86513
50.56,09-20-2026 20:32:54:817,113035,86494
50.57,09-20-2026 20:32:54:827,112967,86476
50.58,09-20-2026 20:32:54:837,112973,86452
50.59,09-20-2026 20:32:54:847,112919,86432
50.6,09-20-2026 20:32:54:857,112943,86436
50.61,09-20-2026 20:32:54:867,112902,86412
50.62,09-20-2026 20:32:54:877,112885,86418
50.63,09-20-2026 20:32:54:887,112861,86403
50.64,09-20-2026 20:32:54:897,112898,86416
50.65,09-20-2026 20:32:54:907,112889,86430
50.66,09-20-2026 20:32:54:917,112933,86441
50.67,09-20-2026 20:32:54:927,112906,86446
50.68,09-20-2026 20:32:54:937,112901,86432
50.69,09-20-2026 20:32:54:947,112882,86410
50.7,09-20-2026 20:32:54:957,112859,86410
50.71,09-20-2026 20:32:54:967,112859,86390
50.72,09-20-2026 20:32:54:977,112853,86391
50.73,09-20-2026 20:32:54:987,112860,86390
50.74,09-20-2026 20:32:54:997,112848,86404
50.75,09-20-2026 20:32:55:007,112866,86414
50.76,09-20-2026 20:32:55:017,112873,86421
50.77,09-20-2026 20:32:55:027,112882,86438
50.78,09-20-2026 20:32:55:037,112905,86453
50.79,09-20-2026 20:32:55:047,112924,86456
50.8,09-20-2026 20:32:55:057,112924,86456
50.81,09-20-2026 20:32:55:067,112905,86447
50.82,09-20-2026 20:32:55:077,112893,86436
50.83,09-20-2026 20:32:55:087,112902,86441
50.84,09-20-2026 20:32:55:097,112912,86427
50.85,09-20-2026 20:32:55:107,112896,86447
50.86,09-20-2026 20:32:55:117,112920,86435
50.87,09-20-2026 20:32:55:127,112944,86464
50.88,09-20-2026 20:32:55:137,112970,86460
50.89,09-20-2026 20:32:55:147,112984,86513
50.9,09-20-2026 20:32:55:157,112980,86498
50.91,09-20-2026 20:32:55:167,113007,86513
50.92,09-20-2026 20:32:55:177,113007,86487
50.93,09-20-2026 20:32:55:187,112988,86498
50.94,09-20-2026 20:32:55:197,112985,86471
50.95,09-20-2026 20:32:55:207,112971,86486
50.96,09-20-2026 20:32:55:217,112989,86486
50.97,09-20-2026 20:32:55:227,113006,86506
50.98,09-20-2026 20:32:55:237,113034,86496
50.99,09-20-2026 20:32:55:247,113029,86519
51,09-20-2026 20:32:55:257,113025,86484
51.01,09-20-2026 20:32:55:267,113003,86483
51.02,09-20-2026 20:32:55:277,112996,86468
51.03,09-20-2026 20:32:55:287,112974,86485
51.04,09-20-2026 20:32:55:297,112987,86458
51.05,09-20-2026 20:32:55:307,112988,86479
51.06,09-20-2026 20:32:55:317,112973,86462
51.07,09-20-2026 20:32:55:327,112998,86500
51.08,09-20-2026 20:32:55:337,113002,86488
51.09,09-20-2026 20:32:55:347,113004,86521
51.1,09-20-2026 20:32:55:357,112987,86490
51.11,09-20-2026 20:32:55:367,112970,86507
51.12,09-20-2026 20:32:55:377,112924,86458
51.13,09-20-2026 20:32:55:387,112927,86483
51.14,09-20-2026 20:32:55:397,112921,86462
51.15,09-20-2026 20:32:55:407,112926,86515
51.16,09-20-2026 20:32:55:417,112946,86495
51.17,09-20-2026 20:32:55:427,112948,86533
51.18,09-20-2026 20:32:55:437,112947,86461
51.19,09-20-2026 20:32:55:447,112942,86516
51.2,09-20-2026 20:32:55:457,112896,86452
51.21,09-20-2026 20:32:55:467,112880,86469
51.22,09-20-2026 20:32:55:477,112868,86417
51.23,09-20-2026 20:32:55:487,112839,86471
51.24,09-20-2026 20:32:55:497,112850,86389
51.25,09-20-2026 20:32:55:507,112820,86433
51.26,09-20-2026 20:32:55:517,112806,86403
51.27,09-20-2026 20:32:55:527,112782,86435
51.28,09-20-2026 20:32:55:537,112792,86391
51.29,09-20-2026 20:32:55:547,112780,86421
51.3,09-20-2026 20:32:55:557,112768,86388
51.31,09-20-2026 20:32:55:567,112781,86416
51.32,09-20-2026 20:32:55:577,112751,86395
51.33,09-20-2026 20:32:55:587,112725,86388
51.34,09-20-2026 20:32:55:597,112728,86386
51.35,09-20-2026 20:32:55:607,112703,86393
51.36,09-20-2026 20:32:55:617,112688,86338
51.37,09-20-2026 20:32:55:627,112696,86383
51.38,09-20-2026 20:32:55:637,112701,86355
51.39,09-20-2026 20:32:55:647,112702,86393
51.4,09-20-2026 20:32:55:657,112677,86367
51.41,09-20-2026 20:32:55:667,112676,86363
51.42,09-20-2026 20:32:55:677,112656,86320
51.43,09-20-2026 20:32:55:687,112644,86357
51.44,09-20-2026 20:32:55:697,112640,86351
51.45,09-20-2026 20:32:55:707,112634,86338
51.46,09-20-2026 20:32:55:717,112588,86308
51.47,09-20-2026 20:32:55:727,112580,86289
51.48,09-20-2026 20:32:55:737,112556,86282
51.49,09-20-2026 20:32:55:747,112538,86267
51.5,09-20-2026 20:32:55:757,112524,86241
51.51,09-20-2026 20:32:55:767,112519,86257
51.52,09-20-2026 20:32:55:777,112494,86258
51.53,09-20-2026 20:32:55:787,112502,86241
51.54,09-20-2026 20:32:55:797,112465,86244
51.55,09-20-2026 20:32:55:807,112465,86229
51.56,09-20-2026 20:32:55:817,112455,86223
51.57,09-20-2026 20:32:55:827,112420,86194
51.58,09-20-2026 20:32:55:837,112428,86189
51.59,09-20-2026 20:32:55:847,112424,86201
51.6,09-20-2026 20:32:55:857,112416,86234
51.61,09-20-2026 20:32:55:867,112421,86218
51.62,09-20-2026 20:32:55:877,112424,86214
51.63,09-20-2026 20:32:55:887,112413,86204
51.64,09-20-2026 20:32:55:897,112418,86221
51.65,09-20-2026 20:32:55:907,112408,86198
51.66,09-20-2026 20:32:55:917,112412,86224
51.67,09-20-2026 20:32:55:927,112408,86202
51.68,09-20-2026 20:32:55:937,112426,86230
51.69,09-20-2026 20:32:55:947,112410,86220
51.7,09-20-2026 20:32:55:957,112429,86245
51.71,09-20-2026 20:32:55:967,112418,86216
51.72,09-20-2026 20:32:55:977,112432,86249
51.73,09-20-2026 20:32:55:987,112439,86232
51.74,09-20-2026 20:32:55:997,112443,86270
51.75,09-20-2026 20:32:56:007,112435,86222
51.76,09-20-2026 20:32:56:017,112431,86243
51.77,09-20-2026 20:32:56:027,112416,86217
51.78,09-20-2026 20:32:56:037,112404,86232
51.79,09-20-2026 20:32:56:047,112398,86223
51.8,09-20-2026 20:32:56:057,112398,86220
51.81,09-20-2026 20:32:56:067,112384,86204
51.82,09-20-2026 20:32:56:077,112365,86220
51.83,09-20-2026 20:32:56:087,112360,86180
51.84,09-20-2026 20:32:56:097,112358,86207
51.85,09-20-2026 20:32:56:107,112356,86186
51.86,09-20-2026 20:32:56:117,112375,86219
51.87,09-20-2026 20:32:56:127,112355,86188
51.88,09-20-2026 20:32:56:137,112346,86218
51.89,09-20-2026 20:32:56:147,112334,86200
51.9,09-20-2026 20:32:56:157,112352,86202
51.91,09-20-2026 20:32:56:167,112332,86177
51.92,09-20-2026 20:32:56:177,112339,86200
51.93,09-20-2026 20:32:56:187,112312,86169
51.94,09-20-2026 20:32:56:197,112310,86172
51.95,09-20-2026 20:32:56:207,112291,86154
51.96,09-20-2026 20:32:56:217,112275,86170
51.97,09-20-2026 20:32:56:227,112285,86143
51.98,09-20-2026 20:32:56:237,112265,86163
51.99,09-20-2026 20:32:56:247,112279,86144
52,09-20-2026 20:32:56:257,112260,86170
52.01,09-20-2026 20:32:56:267,112243,86135
52.02,09-20-2026 20:32:56:277,112235,86137
52.03,09-20-2026 20:32:56:287,112223,86123
52.04,09-20-2026 20:32:56:297,112199,86117
52.05,09-20-2026 20:32:56:307,112163,86075
52.06,09-20-2026 20:32:56:317,112003,86039
52.07,09-20-2026 20:32:56:327,111867,85969
52.08,09-20-2026 20:32:56:337,111807,85973
52.09,09-20-2026 20:32:56:347,111779,85925
52.1,09-20-2026 20:32:56:357,111779,85945
52.11,09-20-2026 20:32:56:367,111772,85924
52.12,09-20-2026 20:32:56:377,111749,85955
52.13,09-20-2026 20:32:56:387,111742,85902
52.14,09-20-2026 20:32:56:397,111745,85900
52.15,09-20-2026 20:32:56:407,111729,85881
52.16,09-20-2026 20:32:56:417,111734,85881
52.17,09-20-2026 20:32:56:427,111712,85896
52.18,09-20-2026 20:32:56:437,111718,85901
52.19,09-20-2026 20:32:56:447,111710,85868
52.2,09-20-2026 20:32:56:457,111707,85857
52.21,09-20-2026 20:32:56:467,111646,85827
52.22,09-20-2026 20:32:56:477,111622,85801
52.23,09-20-2026 20:32:56:487,111559,85781
52.24,09-20-2026 20:32:56:497,111508,85743
52.25,09-20-2026 20:32:56:507,111481,85727
52.26,09-20-2026 20:32:56:517,111481,85705
52.27,09-20-2026 20:32:56:527,111448,85711
52.28,09-20-2026 20:32:56:537,111412,85675
52.29,09-20-2026 20:32:56:547,111355,85653
52.3,09-20-2026 20:32:56:557,111280,85643
52.31,09-20-2026 20:32:56:567,111245,85623
52.32,09-20-2026 20:32:56:577,111217,85638
52.33,09-20-2026 20:32:56:587,111223,85599
52.34,09-20-2026 20:32:56:597,111207,85594
52.35,09-20-2026 20:32:56:607,111175,85579
52.36,09-20-2026 20:32:56:617,111142,85557
52.37,09-20-2026 20:32:56:627,111121,85560
52.38,09-20-2026 20:32:56:637,111118,85548
52.39,09-20-2026 20:32:56:647,111118,85556
52.4,09-20-2026 20:32:56:657,111125,85560
52.41,09-20-2026 20:32:56:667,111144,85584
52.42,09-20-2026 20:32:56:677,111158,85592
52.43,09-20-2026 20:32:56:687,111151,85594
52.44,09-20-2026 20:32:56:697,111147,85584
52.45,09-20-2026 20:32:56:707,111137,85583
52.46,09-20-2026 20:32:56:717,111116,85560
52.47,09-20-2026 20:32:56:727,111111,85557
52.48,09-20-2026 20:32:56:737,111098,85532
52.49,09-20-2026 20:32:56:747,111114,85537
52.5,09-20-2026 20:32:56:757,111096,85548
52.51,09-20-2026 20:32:56:767,111098,85542
52.52,09-20-2026 20:32:56:777,111108,85539
52.53,09-20-2026 20:32:56:787,111086,85528
52.54,09-20-2026 20:32:56:797,111060,85523
52.55,09-20-2026 20:32:56:807,111060,85517
52.56,09-20-2026 20:32:56:817,111020,85503
52.57,09-20-2026 20:32:56:827,111006,85480
52.58,09-20-2026 20:32:56:837,110978,85474
52.59,09-20-2026 20:32:56:847,110968,85454
52.6,09-20-2026 20:32:56:857,110960,85456
52.61,09-20-2026 20:32:56:867,110951,85442
52.62,09-20-2026 20:32:56:877,110937,85442
52.63,09-20-2026 20:32:56:887,110955,85439
52.64,09-20-2026 20:32:56:897,110966,85453
52.65,09-20-2026 20:32:56:907,110969,85438
52.66,09-20-2026 20:32:56:917,110955,85442
52.67,09-20-2026 20:32:56:927,110948,85444
52.68,09-20-2026 20:32:56:937,110957,85465
52.69,09-20-2026 20:32:56:947,110962,85456
52.7,09-20-2026 20:32:56:957,110944,85434
52.71,09-20-2026 20:32:56:967,110958,85452
52.72,09-20-2026 20:32:56:977,110943,85430
52.73,09-20-2026 20:32:56:987,110940,85442
52.74,09-20-2026 20:32:56:997,110947,85450
52.75,09-20-2026 20:32:57:007,110970,85442
52.76,09-20-2026 20:32:57:017,110928,85471
52.77,09-20-2026 20:32:57:027,110928,85435
52.78,09-20-2026 20:32:57:037,110914,85425
52.79,09-20-2026 20:32:57:047,110942,85457
52.8,09-20-2026 20:32:57:057,110924,85442
52.81,09-20-2026 20:32:57:067,110926,85426
52.82,09-20-2026 20:32:57:077,110885,85407
52.83,09-20-2026 20:32:57:087,110912,85416
52.84,09-20-2026 20:32:57:097,110906,85433
52.85,09-20-2026 20:32:57:107,110927,85446
52.86,09-20-2026 20:32:57:117,110908,85444
52.87,09-20-2026 20:32:57:127,110918,85444
52.88,09-20-2026 20:32:57:137,110881,85434
52.89,09-20-2026 20:32:57:147,110919,85429
52.9,09-20-2026 20:32:57:157,110887,85436
52.91,09-20-2026 20:32:57:167,110908,85409
52.92,09-20-2026 20:32:57:177,110873,85405
52.93,09-20-2026 20:32:57:187,110906,85393
52.94,09-20-2026 20:32:57:197,110863,85391
52.95,09-20-2026 20:32:57:207,110865,85371
52.96,09-20-2026 20:32:57:217,110848,85365
52.97,09-20-2026 20:32:57:227,110870,85384
52.98,09-20-2026 20:32:57:237,110860,85379
52.99,09-20-2026 20:32:57:247,110883,85383
53,09-20-2026 20:32:57:257,110840,85387
53.01,09-20-2026 20:32:57:267,110866,85389
53.02,09-20-2026 20:32:57:277,110823,85375
53.03,09-20-2026 20:32:57:287,110850,85356
53.04,09-20-2026 20:32:57:297,110811,85347
53.05,09-20-2026 20:32:57:307,110847,85353
53.06,09-20-2026 20:32:57:317,110793,85350
53.07,09-20-2026 20:32:57:327,110826,85339
53.08,09-20-2026 20:32:57:337,110813,85361
53.09,09-20-2026 20:32:57:347,110842,85355
53.1,09-20-2026 20:32:57:357,110787,85368
53.11,09-20-2026 20:32:57:367,110806,85348
53.12,09-20-2026 20:32:57:377,110761,85336
53.13,09-20-2026 20:32:57:387,110777,85340
53.14,09-20-2026 20:32:57:397,110737,85336
53.15,09-20-2026 20:32:57:407,110748,85323
53.16,09-20-2026 20:32:57:417,110688,85320
53.17,09-20-2026 20:32:57:427,110732,85311
53.18,09-20-2026 20:32:57:437,110689,85306
53.19,09-20-2026 20:32:57:447,110698,85306
53.2,09-20-2026 20:32:57:457,110690,85310
53.21,09-20-2026 20:32:57:467,110680,85296
53.22,09-20-2026 20:32:57:477,110661,85296
53.23,09-20-2026 20:32:57:487,110680,85276
53.24,09-20-2026 20:32:57:497,110338,85356
53.25,09-20-2026 20:32:57:507,110129,84956
53.26,09-20-2026 20:32:57:517,109939,84736
53.27,09-20-2026 20:32:57:527,109787,84476
53.28,09-20-2026 20:32:57:537,109388,83976
53.29,09-20-2026 20:32:57:547,108704,83216
53.3,09-20-2026 20:32:57:557,108343,82916
53.31,09-20-2026 20:32:57:567,108457,82832
53.32,09-20-2026 20:32:57:577,108196,82489
53.33,09-20-2026 20:32:57:587,107674,82062
53.34,09-20-2026 20:32:57:597,107701,82209
53.35,09-20-2026 20:32:57:607,107458,82041
53.36,09-20-2026 20:32:57:617,107413,82118
53.37,09-20-2026 20:32:57:627,107665,82321
53.38,09-20-2026 20:32:57:637,107710,82335
53.39,09-20-2026 20:32:57:647,107683,82279
53.4,09-20-2026 20:32:57:657,107611,82188
53.41,09-20-2026 20:32:57:667,107674,82184
53.42,09-20-2026 20:32:57:677,107770,82244
53.43,09-20-2026 20:32:57:687,107690,82124
53.44,09-20-2026 20:32:57:697,107418,81844
53.45,09-20-2026 20:32:57:707,107194,81444
53.46,09-20-2026 20:32:57:717,107082,81304
53.47,09-20-2026 20:32:57:727,106922,81104
53.48,09-20-2026 20:32:57:737,106586,80684
53.49,09-20-2026 20:32:57:747,106186,80224
53.5,09-20-2026 20:32:57:757,105802,79784
53.51,09-20-2026 20:32:57:767,105448,79370
53.52,09-20-2026 20:32:57:777,105208,79100
53.53,09-20-2026 20:32:57:787,104938,78848
53.54,09-20-2026 20:32:57:797,104836,78713
53.55,09-20-2026 20:32:57:807,104806,78668
53.56,09-20-2026 20:32:57:817,104818,78596
53.57,09-20-2026 20:32:57:827,104806,78470
53.58,09-20-2026 20:32:57:837,104830,78290
53.59,09-20-2026 20:32:57:847,104860,78236
53.6,09-20-2026 20:32:57:857,105148,78281
53.61,09-20-2026 20:32:57:867,105447,78359
53.62,09-20-2026 20:32:57:877,105692,78339
53.63,09-20-2026 20:32:57:887,105797,78299
53.64,09-20-2026 20:32:57:897,105986,78219
53.65,09-20-2026 20:32:57:907,106112,78119
53.66,09-20-2026 20:32:57:917,106273,78059
53.67,09-20-2026 20:32:57:927,106217,77819
53.68,09-20-2026 20:32:57:937,106140,77569
53.69,09-20-2026 20:32:57:947,105986,77349
53.7,09-20-2026 20:32:57:957,105923,77189
53.71,09-20-2026 20:32:57:967,105839,77032
53.72,09-20-2026 20:32:57:977,105767,76915
53.73,09-20-2026 20:32:57:987,105632,76789
53.74,09-20-2026 20:32:57:997,105533,76627
53.75,09-20-2026 20:32:58:007,105416,76519
53.76,09-20-2026 20:32:58:017,105344,76429
53.77,09-20-2026 20:32:58:027,105191,76294
53.78,09-20-2026 20:32:58:037,105074,76168
53.79,09-20-2026 20:32:58:047,104903,76024
53.8,09-20-2026 20:32:58:057,104795,75916
53.81,09-20-2026 20:32:58:067,104630,75804
53.82,09-20-2026 20:32:58:077,104388,75650
53.83,09-20-2026 20:32:58:087,103882,75430
53.84,09-20-2026 20:32:58:097,103486,75221
53.85,09-20-2026 20:32:58:107,103112,75034
53.86,09-20-2026 20:32:58:117,102804,74891
53.87,09-20-2026 20:32:58:127,102518,74759
53.88,09-20-2026 20:32:58:137,102232,74638
53.89,09-20-2026 20:32:58:147,101990,74528
53.9,09-20-2026 20:32:58:157,101924,74517
53.91,09-20-2026 20:32:58:167,101851,74504
53.92,09-20-2026 20:32:58:177,101803,74480
53.93,09-20-2026 20:32:58:187,101659,74414
53.94,09-20-2026 20:32:58:197,101533,74375
53.95,09-20-2026 20:32:58:207,101425,74285
53.96,09-20-2026 20:32:58:217,101347,74249
53.97,09-20-2026 20:32:58:227,101263,74183
53.98,09-20-2026 20:32:58:237,101239,74171
53.99,09-20-2026 20:32:58:247,101179,74156
54,09-20-2026 20:32:58:257,101155,74141
54.01,09-20-2026 20:32:58:267,101103,74111
54.02,09-20-2026 20:32:58:277,101071,74111
54.03,09-20-2026 20:32:58:287,101247,74351
54.04,09-20-2026 20:32:58:297,102063,75221
54.05,09-20-2026 20:32:58:307,102575,75381
54.06,09-20-2026 20:32:58:317,102351,75291
54.07,09-20-2026 20:32:58:327,101151,74591
54.08,09-20-2026 20:32:58:337,100655,74261
54.09,09-20-2026 20:32:58:347,100735,74271
54.1,09-20-2026 20:32:58:357,100815,74281
54.11,09-20-2026 20:32:58:367,100854,74301
54.12,09-20-2026 20:32:58:377,100659,74131
54.13,09-20-2026 20:32:58:387,100074,73781
54.14,09-20-2026 20:32:58:397,99429,73481
54.15,09-20-2026 20:32:58:407,99174,73391
54.16,09-20-2026 20:32:58:417,99204,73381
54.17,09-20-2026 20:32:58:427,99144,73281
54.18,09-20-2026 20:32:58:437,99069,73231
54.19,09-20-2026 20:32:58:447,98994,73151
54.2,09-20-2026 20:32:58:457,98994,73151
54.21,09-20-2026 20:32:58:467,98955,73125
54.22,09-20-2026 20:32:58:477,98910,73126
54.23,09-20-2026 20:32:58:487,98915,73109
54.24,09-20-2026 20:32:58:497,98926,73121
54.25,09-20-2026 20:32:58:507,98958,73149
54.26,09-20-2026 20:32:58:517,98953,73154
54.27,09-20-2026 20:32:58:527,98938,73120
54.28,09-20-2026 20:32:58:537,98934,73122
54.29,09-20-2026 20:32:58:547,98904,73089
54.3,09-20-2026 20:32:58:557,98878,73084
54.31,09-20-2026 20:32:58:567,98862,73065
54.32,09-20-2026 20:32:58:577,98835,73065
