PseudoTimeSec,PseudoTimestamp,UF-FP1,UF-FP2,UF-O1,UF-O2,UF-C3,UF-CZ,UF-FZ,UF-C4
31.02,09-21-2026 21:19:00:361,-197450.304,109831.912,129823.402,67066.052,119935.795,27195.233,-167914.351,49622.393
31.024,09-21-2026 21:19:00:365,-189063.214,118462.279,128813.55,70087.963,119038.775,40559.386,-156572.629,52487.618
31.028,09-21-2026 21:19:00:369,-186489.902,121165.767,128589.139,70296.37,119084.194,42961.93,-153170.112,51859.623
31.032,09-21-2026 21:19:00:373,-191731.833,115550.83,129239.932,67795.478,119890.376,33501.912,-160101.165,48798.15
31.036,09-21-2026 21:19:00:377,-197831.535,109208.031,129924.387,66058.748,120412.692,24642.53,-168292.408,47620.66
31.04,09-21-2026 21:19:00:381,-197736.227,109312.011,129868.284,66857.644,120003.923,26444.438,-168292.408,49465.394
31.044,09-21-2026 21:19:00:385,-189063.214,118254.318,128847.212,70018.494,119072.839,40108.909,-156698.648,52487.618
31.048,09-21-2026 21:19:00:389,-186489.902,120957.806,128589.139,70261.636,119095.548,42961.93,-153170.112,51938.123
31.052,09-21-2026 21:19:00:393,-190778.755,116382.672,129150.168,68108.09,119810.894,34703.184,-158840.973,49072.897
31.056,09-21-2026 21:19:00:397,-197640.919,109208.031,129924.387,66024.013,120401.337,24642.53,-167914.351,47581.41
31.06,09-21-2026 21:19:00:401,-197926.843,108896.09,129924.387,66718.706,120026.633,25693.643,-168544.447,49308.395
31.064,09-21-2026 21:19:00:405,-189444.445,117630.436,128914.536,69914.29,119095.548,39658.432,-157202.724,52409.119
31.068,09-21-2026 21:19:00:409,-186394.594,120853.826,128622.801,70331.105,119084.194,42961.93,-153170.112,51977.372
31.072,09-21-2026 21:19:00:413,-190302.216,116590.633,129116.506,68281.763,119776.829,35453.979,-158210.878,49190.646
31.076,09-21-2026 21:19:00:417,-197354.996,109208.031,129935.608,66058.748,120389.983,24642.53,-167662.313,47542.16
31.08,09-21-2026 21:19:00:421,-198308.074,108376.188,129969.27,66579.767,120072.051,25093.007,-169048.523,49190.646
31.084,09-21-2026 21:19:00:425,-189539.753,117318.495,128936.977,69914.29,119118.258,39358.114,-157454.763,52409.119
31.088,09-21-2026 21:19:00:429,-186966.442,120125.964,128667.683,70157.432,119118.258,42361.294,-153800.208,51898.873
31.092,09-21-2026 21:19:00:433,-192017.757,114718.987,129296.035,67760.744,119901.731,33051.435,-160479.222,48798.15
31.096,09-21-2026 21:19:00:437,-198403.382,107960.267,130002.931,65919.809,120469.465,23891.735,-169174.542,47542.16
31.1,09-21-2026 21:19:00:441,-197736.227,108584.149,129868.284,66927.113,120003.923,26444.438,-168292.408,49465.394
31.104,09-21-2026 21:19:00:445,-189277.97,117437.094,128877.834,70069.545,119075.611,40161.57,-156706.382,52558.16
31.108,09-21-2026 21:19:00:449,-186305.411,120474.696,128594.593,70345.991,119064.524,42977.219,-152823.884,52051.401
31.112,09-21-2026 21:19:00:453,-191579.305,115007.012,129243.687,67857.974,119884.922,33641.119,-159682.963,48932.886
31.116,09-21-2026 21:19:00:457,-198003.867,108223.034,129951.791,66026.517,120472.505,24305.019,-168353.876,47607.517
31.12,09-21-2026 21:19:00:461,-197812.089,108425.541,129821.972,66821.3,120040.133,26379.708,-167965.626,49439.645
31.124,09-21-2026 21:19:00:465,-189182.081,117437.094,128807.024,70034.989,119097.783,40013.378,-156447.548,52558.16
31.128,09-21-2026 21:19:00:469,-186305.411,120474.696,128547.386,70380.547,119075.611,43125.411,-152435.634,52090.383
31.132,09-21-2026 21:19:00:473,-191387.527,115108.265,129184.679,67892.53,119884.922,33937.503,-159294.714,48971.867
31.136,09-21-2026 21:19:00:477,-197907.978,108223.034,129928.187,66026.517,120461.419,24305.019,-168095.042,47607.517
31.14,09-21-2026 21:19:00:481,-197812.089,108425.541,129845.575,66821.3,120040.133,26231.516,-167836.209,49400.663
31.144,09-21-2026 21:19:00:485,-189086.192,117437.094,128854.231,70104.101,119097.783,40161.57,-156188.715,52558.16
31.148,09-21-2026 21:19:00:489,-186305.411,120373.442,128606.394,70380.547,119075.611,43125.411,-152435.634,52090.383
31.152,09-21-2026 21:19:00:493,-190812.193,115614.532,129184.679,68134.42,119829.49,34530.271,-158388.797,49088.812
31.156,09-21-2026 21:19:00:497,-197524.422,108628.048,129928.187,66130.184,120439.246,24897.787,-167189.126,47685.48
31.16,09-21-2026 21:19:00:501,-197812.089,108324.287,129928.187,66752.188,120051.219,25786.939,-167706.793,49283.719
31.164,09-21-2026 21:19:00:505,-189469.747,117032.08,128925.041,69965.878,119131.043,39568.801,-156447.548,52480.197
31.168,09-21-2026 21:19:00:509,-186209.522,120474.696,128629.998,70415.103,119064.524,43125.411,-152176.801,52129.364
31.172,09-21-2026 21:19:00:513,-190045.081,116323.306,129125.67,68376.311,119774.058,35715.808,-157224.048,49322.7
31.176,09-21-2026 21:19:00:517,-196949.088,109134.315,129928.187,66199.296,120394.9,25194.171,-166412.627,47685.48
31.18,09-21-2026 21:19:00:521,-198291.534,107919.274,130022.601,66544.854,120117.738,25045.979,-168353.876,49088.812
31.184,09-21-2026 21:19:00:525,-189661.525,116829.573,128972.248,69896.766,119164.302,39124.225,-156835.798,52402.234
31.188,09-21-2026 21:19:00:529,-186401.3,120170.935,128629.998,70345.991,119086.697,42977.219,-152565.05,52090.383
31.192,09-21-2026 21:19:00:533,-189469.747,116829.573,129054.86,68583.646,119729.712,36456.768,-156576.965,49517.608
31.196,09-21-2026 21:19:00:537,-197044.977,109033.061,129939.989,66130.184,120417.073,25194.171,-166542.043,47607.517
31.2,09-21-2026 21:19:00:541,-198387.423,107615.514,130046.204,66441.186,120173.171,24453.211,-168612.709,48971.867
31.204,09-21-2026 21:19:00:545,-190010.66,116284.235,129001.797,69696.539,119228.586,38539.727,-157533.351,52282.071
31.208,09-21-2026 21:19:00:549,-186634.205,119807.764,128649.801,70257.3,119123.98,42422.94,-153056.968,52049.524
31.212,09-21-2026 21:19:00:553,-191071.831,115076.168,129194.826,68014.257,119891.092,34357.805,-158940.215,49103.922
31.216,09-21-2026 21:19:00:557,-197824.74,107827.766,129978.3,65981.5,120530.351,24201.709,-168148.776,47553.605
31.22,09-21-2026 21:19:00:561,-198114.151,107626.421,129944.236,66647.403,120146.796,25545.898,-168532.466,49220.195
31.224,09-21-2026 21:19:00:565,-189431.839,116586.252,128910.959,69941.872,119170.471,39435.853,-156893.868,52475.861
31.228,09-21-2026 21:19:00:569,-186248.325,120009.109,128604.383,70362.442,119089.111,43169.712,-152673.278,52165.798
31.232,09-21-2026 21:19:00:573,-190493.01,115478.857,129149.408,68224.543,119832.977,35104.577,-158172.835,49220.195
31.236,09-21-2026 21:19:00:577,-197728.27,107928.438,129966.945,65981.5,120507.106,24500.418,-167892.983,47553.605
31.24,09-21-2026 21:19:00:581,-197824.74,107827.766,129932.881,66717.499,120111.927,25695.253,-168276.673,49181.437
31.244,09-21-2026 21:19:00:585,-189528.309,116485.58,128933.669,69906.824,119170.471,39435.853,-156893.868,52475.861
31.248,09-21-2026 21:19:00:589,-186151.855,120009.109,128615.737,70432.537,119054.242,43169.712,-152289.588,52204.556
31.252,09-21-2026 21:19:00:593,-190396.54,115478.857,129172.117,68259.59,119821.354,35253.931,-157917.042,49297.711
31.256,09-21-2026 21:19:00:597,-197438.86,108029.11,130001.009,66086.643,120495.483,24500.418,-167509.293,47592.362
31.26,09-21-2026 21:19:00:601,-198017.68,107626.421,129978.3,66647.403,120146.796,25396.544,-168276.673,49142.679
31.264,09-21-2026 21:19:00:605,-189431.839,116485.58,128956.378,69941.872,119182.094,39286.499,-156765.971,52475.861
31.268,09-21-2026 21:19:00:609,-186151.855,120009.109,128638.447,70432.537,119054.242,43169.712,-152289.588,52282.071
31.272,09-21-2026 21:19:00:613,-189528.309,116384.908,129115.344,68504.923,119751.617,36299.412,-156765.971,49530.259
31.276,09-21-2026 21:19:00:617,-196763.569,108834.488,129955.59,66226.833,120437.368,25396.544,-166358.223,47708.636
31.28,09-21-2026 21:19:00:621,-198114.151,107525.749,130046.428,66542.261,120170.041,24948.481,-168276.673,49026.406
31.284,09-21-2026 21:19:00:625,-190010.66,115982.219,129047.215,69731.587,119240.209,38539.727,-157277.558,52359.587
31.288,09-21-2026 21:19:00:629,-186344.795,119908.437,128661.156,70362.442,119077.488,43020.358,-152417.484,52282.071
31.292,09-21-2026 21:19:00:633,-188853.018,117089.613,129001.797,68750.256,119705.125,37344.892,-155742.798,49762.806
31.296,09-21-2026 21:19:00:637,-196377.688,109237.177,129864.753,66226.833,120425.745,25695.253,-165718.739,47708.636
31.3,09-21-2026 21:19:00:641,-198403.561,107223.732,130035.073,66296.928,120239.779,24201.709,-168532.466,48832.616
31.304,09-21-2026 21:19:00:645,-190292.47,115602.284,129021.243,69600.784,119297.742,38032.03,-157571.394,52297.539
31.308,09-21-2026 21:19:00:649,-186356.775,119799.494,128622.264,70394.718,119093.894,42832.827,-152431.745,52297.539
31.312,09-21-2026 21:19:00:653,-188816.585,117137.848,128952.846,68806.85,119694.709,37581.955,-155462.82,49848.682
31.316,09-21-2026 21:19:00:657,-196294.406,109255.282,129841.999,66259.645,120402.812,25729.987,-165610.333,47696.656
31.32,09-21-2026 21:19:00:661,-198852.607,106798.378,130069.987,66193.484,120274.066,23779.663,-169036.766,48735.565
31.324,09-21-2026 21:19:00:665,-190489.255,115397.542,129044.042,69600.784,119308.471,37731.98,-157834.966,52260.435
31.328,09-21-2026 21:19:00:669,-186651.952,119492.381,128633.663,70328.557,119104.623,42682.802,-152695.316,52260.435
31.332,09-21-2026 21:19:00:673,-188816.585,117137.848,128952.846,68873.011,119694.709,37581.955,-155594.606,49848.682
31.336,09-21-2026 21:19:00:677,-196589.583,109050.54,129864.798,66226.565,120413.541,25729.987,-165873.905,47696.656
31.34,09-21-2026 21:19:00:681,-198852.607,106798.378,130058.587,66226.565,120252.609,23779.663,-169168.552,48735.565
31.344,09-21-2026 21:19:00:685,-190686.04,115192.8,129044.042,69534.623,119297.742,37431.93,-158362.109,52223.331
31.348,09-21-2026 21:19:00:689,-186651.952,119492.381,128622.264,70361.638,119072.437,42682.802,-152827.102,52260.435
31.352,09-21-2026 21:19:00:693,-189308.547,116625.993,128998.444,68707.608,119716.167,37131.88,-156385.321,49774.474
31.356,09-21-2026 21:19:00:697,-196589.583,109050.54,129853.398,66292.726,120424.27,25729.987,-166137.477,47733.76
31.36,09-21-2026 21:19:00:701,-198852.607,106798.378,130058.587,66259.645,120252.609,23929.688,-169168.552,48772.669
31.364,09-21-2026 21:19:00:705,-190587.648,115295.171,129055.441,69600.784,119297.742,37731.98,-158230.324,52297.539
31.368,09-21-2026 21:19:00:709,-186750.345,119492.381,128645.063,70361.638,119072.437,42682.802,-152958.888,52334.643
31.372,09-21-2026 21:19:00:713,-189308.547,116728.364,129009.843,68773.77,119694.709,37131.88,-156385.321,49848.682
31.376,09-21-2026 21:19:00:717,-196884.76,108845.798,129876.197,66226.565,120424.27,25579.962,-166401.048,47733.76
31.38,09-21-2026 21:19:00:721,-198754.215,106900.749,130035.788,66325.807,120231.151,24079.713,-169168.552,48809.773
31.384,09-21-2026 21:19:00:725,-190784.432,115192.8,129044.042,69567.704,119308.471,37581.955,-158362.109,52297.539
31.388,09-21-2026 21:19:00:729,-186651.952,119594.752,128622.264,70394.718,119072.437,42832.827,-152827.102,52408.85
31.392,09-21-2026 21:19:00:733,-189505.331,116625.993,128987.045,68707.608,119726.896,37131.88,-156385.321,49885.786
31.396,09-21-2026 21:19:00:737,-196786.368,109050.54,129841.999,66292.726,120434.999,25729.987,-166269.263,47807.967
31.4,09-21-2026 21:19:00:741,-198852.607,106900.749,130001.59,66259.645,120252.609,24079.713,-169036.766,48846.876
31.404,09-21-2026 21:19:00:745,-190714.159,115360.572,129001.931,69586.837,119314.595,37704.442,-158159.245,52350.959
31.408,09-21-2026 21:19:00:749,-186696.567,119605.436,128587.306,70371.338,119074.627,42913.204,-152708.727,52425.257
31.412,09-21-2026 21:19:00:753,-189342.298,116810.038,128954.545,68768.226,119696.363,37244.846,-156082.857,49936.301
31.416,09-21-2026 21:19:00:757,-196887.532,108837.975,129843.027,66244.178,120427.176,25601.733,-166205.247,47781.682
31.42,09-21-2026 21:19:00:761,-198847.332,106974.376,130008.877,66312.395,120241.746,24222.943,-168800.732,48821.843
31.424,09-21-2026 21:19:00:765,-191008.129,115049.972,129037.47,69518.619,119314.595,37398.045,-158289.019,52313.811
31.428,09-21-2026 21:19:00:769,-186696.567,119605.436,128587.306,70439.556,119041.904,42913.204,-152578.953,52499.554
31.432,09-21-2026 21:19:00:773,-189244.308,116810.038,128954.545,68802.335,119685.456,37551.244,-155823.309,49973.449
31.436,09-21-2026 21:19:00:777,-196691.551,109045.042,129843.027,66312.395,120427.176,25908.131,-165815.925,47818.83
31.44,09-21-2026 21:19:00:781,-199043.313,106663.776,130044.416,66210.069,120285.376,23916.545,-168930.506,48747.545
31.444,09-21-2026 21:19:00:785,-191204.109,114842.905,129084.856,69484.51,119347.318,37244.846,-158548.568,52276.662
31.448,09-21-2026 21:19:00:789,-186696.567,119605.436,128610.999,70439.556,119041.904,42913.204,-152578.953,52499.554
31.452,09-21-2026 21:19:00:793,-189048.328,117017.104,128954.545,68904.661,119663.64,37857.641,-155563.76,50084.895
31.456,09-21-2026 21:19:00:797,-196495.571,109252.108,129843.027,66380.613,120405.361,26214.528,-165556.376,47855.979
31.46,09-21-2026 21:19:00:801,-199043.313,106663.776,130068.109,66175.96,120274.469,23763.347,-169060.28,48673.248
31.464,09-21-2026 21:19:00:805,-191204.109,114739.372,129096.702,69450.402,119347.318,36938.448,-158678.342,52202.365
31.468,09-21-2026 21:19:00:809,-186794.557,119398.37,128622.845,70405.447,119063.719,42760.005,-152708.727,52499.554
31.472,09-21-2026 21:19:00:813,-188754.358,117327.704,128895.313,69041.096,119630.917,38317.238,-155174.438,50159.192
31.476,09-21-2026 21:19:00:817,-196397.581,109252.108,129807.488,66346.504,120405.361,26214.528,-165556.376,47818.83
31.48,09-21-2026 21:19:00:821,-199043.313,106663.776,130044.416,66175.96,120296.284,23610.148,-169060.28,48636.1
31.484,09-21-2026 21:19:00:825,-191498.079,114428.772,129120.395,69382.184,119390.949,36632.05,-158937.89,52165.216
31.488,09-21-2026 21:19:00:829,-186794.557,119398.37,128622.845,70439.556,119063.719,42760.005,-152708.727,52499.554
31.492,09-21-2026 21:19:00:833,-188656.367,117431.237,128895.313,69041.096,119641.825,38470.437,-155044.664,50233.489
31.496,09-21-2026 21:19:00:837,-196103.611,109562.708,129795.641,66448.831,120394.453,26520.926,-165037.279,47855.979
31.5,09-21-2026 21:19:00:841,-199141.303,106456.71,130091.802,66107.743,120329.007,23456.949,-169060.28,48561.802
31.504,09-21-2026 21:19:00:845,-191518.687,114265.247,129155.309,69370.651,119395.777,36349.033,-158909.057,52125.162
31.508,09-21-2026 21:19:00:849,-186984.412,119095.593,128653.601,70377.954,119063.183,42597.195,-152780.253,52497.542
31.512,09-21-2026 21:19:00:853,-188462.98,117451.22,128875.286,69162.243,119610.354,38787.34,-154605.854,50263.262
31.516,09-21-2026 21:19:00:857,-196250.104,109332.127,129797.027,66383.474,120393.559,26443.41,-165037.86,47842.791
31.52,09-21-2026 21:19:00:861,-199207.24,106248.928,130088.717,66105.597,120318.457,23243.132,-168949.863,48513.076
31.524,09-21-2026 21:19:00:865,-191814.401,113854.154,129166.976,69266.447,119417.235,36044.244,-159169.857,52050.686
31.528,09-21-2026 21:19:00:869,-186984.412,119095.593,128641.934,70412.689,119052.454,42597.195,-152649.853,52497.542
31.532,09-21-2026 21:19:00:873,-188561.551,117348.447,128875.286,69127.508,119610.354,38787.34,-154605.854,50263.262
31.536,09-21-2026 21:19:00:877,-196151.533,109332.127,129797.027,66452.943,120382.83,26595.804,-164777.06,47842.791
31.54,09-21-2026 21:19:00:881,-199404.383,106043.381,130100.385,66036.128,120350.643,23243.132,-169080.263,48438.6
31.544,09-21-2026 21:19:00:885,-191912.972,113751.38,129178.644,69266.447,119427.963,36044.244,-159169.857,52013.448
31.548,09-21-2026 21:19:00:889,-187181.555,118890.046,128653.601,70377.954,119063.183,42597.195,-152649.853,52497.542
31.552,09-21-2026 21:19:00:893,-188462.98,117451.22,128863.618,69196.978,119599.625,38939.734,-154345.054,50337.738
31.556,09-21-2026 21:19:00:897,-196348.676,109229.354,129797.027,66452.943,120415.016,26595.804,-164646.66,47842.791
31.56,09-21-2026 21:19:00:901,-199404.383,106146.155,130100.385,66105.597,120361.372,23243.132,-168819.463,48475.838
31.564,09-21-2026 21:19:00:905,-192208.686,113545.834,129213.647,69231.712,119470.879,35739.456,-159300.257,52013.448
31.568,09-21-2026 21:19:00:909,-187082.984,118992.82,128665.269,70447.424,119073.912,42597.195,-152519.453,52534.78
31.572,09-21-2026 21:19:00:913,-188561.551,117348.447,128886.953,69231.712,119631.811,38939.734,-154214.654,50412.214
31.576,09-21-2026 21:19:00:917,-196151.533,109434.901,129820.362,66522.412,120415.016,26748.198,-164385.86,47917.267
31.58,09-21-2026 21:19:00:921,-199502.954,106043.381,130123.72,66036.128,120393.559,23243.132,-168819.463,48475.838
31.584,09-21-2026 21:19:00:925,-192307.257,113545.834,129213.647,69231.712,119481.608,35739.456,-159169.857,52050.686
31.588,09-21-2026 21:19:00:929,-187280.126,118787.273,128665.269,70412.689,119095.369,42597.195,-152519.453,52572.018
31.592,09-21-2026 21:19:00:933,-188364.409,117553.993,128875.286,69335.916,119621.082,39244.522,-153823.454,50523.928
31.596,09-21-2026 21:19:00:937,-196250.104,109434.901,129797.027,66487.678,120415.016,26900.593,-164125.06,47954.505
31.6,09-21-2026 21:19:00:941,-199502.954,106146.155,130123.72,66070.863,120382.83,23243.132,-168428.262,48475.838
