PseudoTimeSec,PseudoTimestamp,UF-FP1,UF-FP2,UF-O1,UF-O2,UF-C3,UF-CZ,UF-FZ,UF-C4
94.604,09-21-2026 21:20:03:945,-224706.2,80249.289,125687.078,61459.564,123345.42,18953.877,-164965.128,58458.35
94.608,09-21-2026 21:20:03:949,-224717.241,81270.63,125668.928,61187.766,123585.746,19182.312,-163643.335,57630.665
94.61201,09-21-2026 21:20:03:953,-224727.434,74492.642,126413.062,58823.131,124455.497,9702.266,-172295.069,55620.573
94.616,09-21-2026 21:20:03:957,-224724.036,70128.732,126739.755,58089.278,124718.711,5476.222,-177702.403,55549.628
94.62,09-21-2026 21:20:03:961,-224723.187,73099.905,126349.539,59584.163,124066.397,10387.571,-173977.351,57252.295
94.62401,09-21-2026 21:20:03:965,-224726.585,80342.138,125650.778,61486.743,123322.531,19410.747,-164724.802,58458.35
94.62801,09-21-2026 21:20:03:969,-224740.174,81549.177,125641.704,61296.485,123562.857,19524.964,-163282.846,57677.961
94.632,09-21-2026 21:20:03:973,-224747.819,74585.491,126394.913,58823.131,124466.941,9930.701,-172054.743,55620.573
94.636,09-21-2026 21:20:03:977,-224745.271,70128.732,126721.606,58089.278,124718.711,5476.222,-177582.24,55525.98
94.64001,09-21-2026 21:20:03:981,-224744.421,72914.207,126358.614,59502.624,124077.842,10273.353,-174097.514,57204.998
94.644,09-21-2026 21:20:03:985,-224746.12,80342.138,125641.704,61513.923,123322.531,19410.747,-164484.476,58458.35
94.648,09-21-2026 21:20:03:989,-224758.011,81734.876,125623.554,61350.845,123551.413,19639.181,-162922.357,57677.961
94.65201,09-21-2026 21:20:03:993,-224766.505,74771.19,126367.688,58877.49,124455.497,10159.136,-171694.254,55644.221
94.65601,09-21-2026 21:20:03:997,-224764.806,70314.431,126712.531,58116.458,124730.155,5590.44,-177221.751,55525.98
94.66,09-21-2026 21:20:04:001,-224762.258,72728.508,126367.688,59421.084,124123.618,9930.701,-174217.677,57157.702
94.664,09-21-2026 21:20:04:005,-224764.806,80434.988,125641.704,61541.103,123333.975,19410.747,-164364.313,58481.998
94.66801,09-21-2026 21:20:04:009,-224776.697,81734.876,125614.479,61378.024,123562.857,19867.616,-162682.031,57772.554
94.672,09-21-2026 21:20:04:013,-224785.191,75978.229,126267.865,59285.186,124363.944,11529.745,-170011.973,55833.406
94.676,09-21-2026 21:20:04:017,-224783.492,70685.827,126730.681,58170.817,124753.043,5818.874,-176500.774,55502.332
94.68001,09-21-2026 21:20:04:021,-224783.492,72357.112,126485.661,59312.366,124226.615,9131.179,-174458.003,57086.758
94.68401,09-21-2026 21:20:04:025,-224786.89,80063.591,125741.527,61486.743,123425.528,18953.877,-164724.802,58481.998
94.688,09-21-2026 21:20:04:029,-224799.63,81920.574,125650.778,61513.923,123585.746,19981.834,-162441.705,57843.498
94.692,09-21-2026 21:20:04:033,-224807.274,76628.173,126240.641,59475.444,124341.056,12329.267,-168930.506,55975.295
94.69601,09-21-2026 21:20:04:037,-224808.973,70871.526,126766.98,58116.458,124775.931,5590.44,-176260.448,55478.684
94.7,09-21-2026 21:20:04:041,-224808.124,71985.715,126558.259,59149.287,124306.723,8560.092,-174938.655,56992.165
94.704,09-21-2026 21:20:04:045,-224809.778,79809.183,125763.968,61464.436,123453.334,18680.605,-164877.598,58455.757
94.70801,09-21-2026 21:20:04:049,-224820.238,81299.061,125700.131,61299.749,123644.084,19379.32,-163103.987,57750.515
94.71201,09-21-2026 21:20:04:053,-224829.894,74967.08,126411.453,59021.569,124485.627,10412.471,-171144.357,55707.744
94.716,09-21-2026 21:20:04:057,-224825.871,70031.86,126794.473,58088.339,124822.244,5405.009,-177292.875,55488.876
94.72,09-21-2026 21:20:04:061,-224824.262,72266.677,126466.17,59350.945,124216.333,9364.397,-174573.338,57069.592
94.72401,09-21-2026 21:20:04:065,-224825.066,79995.418,125709.251,61519.332,123397.231,19146.415,-164641.117,58480.076
94.728,09-21-2026 21:20:04:069,-224837.136,81578.413,125663.653,61409.54,123587.981,19845.13,-162749.265,57799.152
94.732,09-21-2026 21:20:04:073,-224845.183,75060.198,126393.214,59049.017,124474.406,10645.376,-171026.116,55780.701
94.73601,09-21-2026 21:20:04:077,-224843.574,70218.095,126776.234,58143.235,124799.803,5637.915,-177174.634,55537.514
94.74001,09-21-2026 21:20:04:081,-224840.355,72080.442,126484.409,59296.049,124238.774,9364.397,-174809.819,57069.592
94.744,09-21-2026 21:20:04:085,-224842.769,80181.653,125691.012,61574.228,123397.231,19379.32,-164404.635,58553.032
94.748,09-21-2026 21:20:04:089,-224854.839,81578.413,125663.653,61409.54,123587.981,19845.13,-162631.024,57872.109
94.75201,09-21-2026 21:20:04:093,-224865.299,75432.667,126365.855,59131.361,124451.965,10994.734,-170671.394,55829.338
94.756,09-21-2026 21:20:04:097,-224864.495,70218.095,126785.353,58115.787,124822.244,5521.462,-177056.393,55537.514
94.76,09-21-2026 21:20:04:101,-224862.081,72266.677,126484.409,59323.497,124249.995,9247.945,-174691.579,57093.91
94.76401,09-21-2026 21:20:04:105,-224864.495,80088.536,125709.251,61574.228,123408.451,19262.867,-164522.876,58577.351
94.76801,09-21-2026 21:20:04:109,-224879.783,81857.766,125654.534,61491.884,123576.76,20078.036,-162394.543,57920.746
94.772,09-21-2026 21:20:04:113,-224888.635,75618.902,126347.616,59213.705,124440.744,11344.091,-170198.431,55902.294
94.776,09-21-2026 21:20:04:117,-224887.83,70683.681,126748.875,58225.579,124799.803,5987.272,-176346.949,55586.151
94.78001,09-21-2026 21:20:04:121,-224885.416,71987.325,126511.768,59213.705,124283.656,9015.04,-174809.819,57020.954
94.784,09-21-2026 21:20:04:125,-224887.83,80088.536,125709.251,61574.228,123419.672,19262.867,-164404.635,58577.351
94.788,09-21-2026 21:20:04:129,-224899.9,81857.766,125636.295,61519.332,123565.54,20194.488,-162276.302,57969.383
94.79201,09-21-2026 21:20:04:133,-224908.751,76829.428,126219.943,59543.08,124317.318,12625.07,-168661.302,56072.525
94.79601,09-21-2026 21:20:04:137,-224908.751,70776.799,126757.995,58115.787,124799.803,5870.82,-176228.708,55513.195
94.8,09-21-2026 21:20:04:141,-224907.947,71428.62,126602.963,58994.121,124373.421,8083.419,-175637.505,56923.679
94.804,09-21-2026 21:20:04:145,-224909.511,79640.025,125761.777,61483.435,123467.997,18764.558,-164993.246,58546.103
94.80801,09-21-2026 21:20:04:149,-224921.671,81760.133,125652.88,61510.57,123567.372,20155.551,-162554.313,57990.886
94.812,09-21-2026 21:20:04:153,-224930.03,77335.561,126161.069,59746.794,124263.003,13432.415,-167896.738,56180.394
94.816,09-21-2026 21:20:04:157,-224931.55,70790.88,126760.006,58118.693,124815.091,5781.949,-176258.794,55480.338
94.82001,09-21-2026 21:20:04:161,-224931.55,71159.595,126632.959,58932.744,124406.546,7636.608,-176026.514,56832.171
94.82401,09-21-2026 21:20:04:165,-224930.03,79179.132,125798.076,61402.03,123501.122,18416.809,-165573.945,58497.823
94.828,09-21-2026 21:20:04:169,-224942.949,81391.419,125680.104,61456.3,123578.414,19807.803,-163135.012,57918.466
94.832,09-21-2026 21:20:04:173,-224950.549,75491.989,126324.415,59231.229,124406.546,11461.84,-170567.95,55890.716
94.83601,09-21-2026 21:20:04:177,-224949.789,70145.63,126769.081,58118.693,124826.133,5550.117,-177304.051,55480.338
94.84,09-21-2026 21:20:04:181,-224945.989,71436.131,126542.211,59122.689,124329.254,8563.937,-175678.095,56904.591
94.844,09-21-2026 21:20:04:185,-224946.749,79732.204,125698.254,61564.84,123423.829,19112.306,-164993.246,58546.103
94.84801,09-21-2026 21:20:04:189,-224959.669,81575.776,125634.73,61483.435,123545.289,20155.551,-162786.593,57942.606
94.85201,09-21-2026 21:20:04:193,-224968.788,75952.882,126288.116,59339.769,124373.421,11809.589,-170103.391,55938.996
94.856,09-21-2026 21:20:04:197,-224967.268,70145.63,126769.081,58118.693,124826.133,5666.033,-177304.051,55480.338
94.86001,09-21-2026 21:20:04:201,-224964.988,71620.488,126533.136,59149.824,124318.212,8563.937,-175678.095,56880.451
94.86401,09-21-2026 21:20:04:205,-224962.708,79732.204,125707.328,61537.705,123423.829,19112.306,-164993.246,58546.103
94.868,09-21-2026 21:20:04:209,-224974.108,81852.312,125625.655,61564.84,123512.164,20271.468,-162554.313,57990.886
94.872,09-21-2026 21:20:04:213,-224982.467,76045.06,126288.116,59339.769,124362.379,12041.421,-169871.112,55963.135
94.87601,09-21-2026 21:20:04:217,-224983.987,70422.166,126778.156,58145.828,124826.133,5666.033,-176955.632,55480.338
94.88,09-21-2026 21:20:04:221,-224980.947,71436.131,126569.435,59041.284,124340.296,8332.104,-175678.095,56856.311
94.884,09-21-2026 21:20:04:225,-224982.467,79732.204,125716.403,61564.84,123423.829,19112.306,-164993.246,58546.103
94.88801,09-21-2026 21:20:04:229,-224994.627,81852.312,125625.655,61564.84,123512.164,20271.468,-162554.313,58015.026
94.89201,09-21-2026 21:20:04:233,-225005.266,76874.668,126197.368,59611.119,124274.045,12852.834,-168825.855,56083.835
94.896,09-21-2026 21:20:04:237,-225006.026,70790.88,126732.782,58200.098,124804.05,6013.782,-176491.073,55480.338
94.9,09-21-2026 21:20:04:241,-225006.026,71251.773,126614.809,58959.879,124384.463,7752.524,-176258.794,56759.752
94.90401,09-21-2026 21:20:04:245,-225005.624,79353.789,125770.45,61460.055,123470.053,18611.225,-165633.668,58505.557
94.908,09-21-2026 21:20:04:249,-225019.303,81921.066,125632.316,61630.912,123514.756,20384.165,-162515.242,58065.406
94.912,09-21-2026 21:20:04:253,-225027.663,77642.271,126138.806,59836.916,124241.188,13883.384,-167792.579,56231.446
94.91601,09-21-2026 21:20:04:257,-225030.702,71271.622,126737.386,58242.253,124799.982,6200.642,-175948.462,55473.409
94.92001,09-21-2026 21:20:04:261,-225029.942,70796.2,126682.133,58754.824,124464.706,7028.014,-176668.099,56647.144
94.924,09-21-2026 21:20:04:265,-225029.942,79163.62,125807.285,61374.627,123514.756,18138.441,-165993.487,58456.651
94.928,09-21-2026 21:20:04:269,-225042.102,81635.813,125650.734,61545.484,123537.108,20147.773,-162875.061,58040.954
94.93201,09-21-2026 21:20:04:273,-225050.461,78022.609,126101.971,59950.821,124196.485,14356.168,-167192.881,56304.804
94.936,09-21-2026 21:20:04:277,-225052.741,70986.369,126765.013,58128.349,124822.333,5964.25,-175948.462,55424.503
94.94,09-21-2026 21:20:04:281,-225052.741,70320.779,126718.968,58640.919,124498.233,6555.23,-177027.917,56598.238
94.94401,09-21-2026 21:20:04:285,-225050.461,78593.114,125825.703,61260.722,123537.108,17783.853,-166353.305,58432.199
94.94801,09-21-2026 21:20:04:289,-225061.861,81255.475,125678.361,61460.055,123559.46,19793.185,-163234.879,58016.501
94.952,09-21-2026 21:20:04:293,-225067.94,75930.753,126258.522,59352.822,124364.123,12228.639,-169951.489,56011.371
94.956,09-21-2026 21:20:04:297,-225067.94,69845.357,126792.64,58014.444,124878.213,5373.27,-177507.675,55400.05
94.96001,09-21-2026 21:20:04:301,-225065.66,70606.031,126599.252,58897.204,124408.826,7618.994,-176548.159,56696.049
94.964,09-21-2026 21:20:04:305,-225063.381,78973.452,125742.823,61403.103,123470.053,18493.029,-165753.608,58505.557
94.968,09-21-2026 21:20:04:309,-225075.54,81540.728,125623.107,61573.96,123492.405,20384.165,-162635.182,58065.406
94.97201,09-21-2026 21:20:04:313,-225083.14,76406.175,126212.478,59523.679,124297.067,12819.62,-168991.973,56084.729
94.97601,09-21-2026 21:20:04:317,-225084.659,70225.694,126765.013,58071.397,124844.685,5609.662,-176907.978,55400.05
94.98,09-21-2026 21:20:04:321,-225080.1,70606.031,126617.67,58811.776,124420.002,7618.994,-176428.22,56647.144
94.984,09-21-2026 21:20:04:325,-225078.58,79163.62,125742.823,61460.055,123458.877,18611.225,-165273.85,58505.557
94.98801,09-21-2026 21:20:04:329,-225089.979,81540.728,125623.107,61545.484,123481.229,20384.165,-162275.363,58065.406
94.992,09-21-2026 21:20:04:333,-225099.099,76786.512,126184.851,59580.631,124263.54,13056.012,-168272.337,56109.182
94.996,09-21-2026 21:20:04:337,-225099.099,70130.61,126774.222,58071.397,124855.861,5609.662,-176548.159,55400.05
95.00001,09-21-2026 21:20:04:341,-225095.299,70701.116,126617.67,58840.252,124408.826,7500.798,-176068.401,56622.691
95.00401,09-21-2026 21:20:04:345,-225092.706,78874.791,125756.547,61395.012,123471.93,18347.161,-165471.171,58482.356
95.008,09-21-2026 21:20:04:349,-225105.581,81647.793,125609.204,61593.093,123471.93,20339.775,-162014.966,58116.905
95.012,09-21-2026 21:20:04:353,-225112.733,77249.238,126115.695,59753.768,124236.897,13775.872,-167497.223,56240.923
95.01601,09-21-2026 21:20:04:357,-225114.164,70938.268,126695.857,58225.713,124802.306,6157.056,-175482.249,55461.294
95.02,09-21-2026 21:20:04:361,-225111.303,70268.922,126668.23,58650.173,124480.799,6860.332,-176316.506,56557.647
95.024,09-21-2026 21:20:04:365,-225109.157,78779.17,125765.756,61338.417,123516.276,17995.524,-165471.171,58482.356
95.02801,09-21-2026 21:20:04:369,-225119.886,81647.793,125590.786,61564.796,123483.017,20339.775,-162014.966,58165.632
95.03201,09-21-2026 21:20:04:373,-225127.754,78205.446,126005.188,60036.741,124137.118,14830.785,-166067.069,56411.467
95.036,09-21-2026 21:20:04:377,-225129.899,71225.13,126668.23,58169.119,124791.22,6274.269,-174886.352,55436.931
95.04,09-21-2026 21:20:04:381,-225129.184,70077.681,126686.648,58480.389,124525.145,6157.056,-176554.865,56460.194
95.04401,09-21-2026 21:20:04:385,-225125.608,78205.446,125802.592,61140.336,123560.622,17292.248,-166067.069,58433.629
95.048,09-21-2026 21:20:04:389,-225137.767,81265.31,125609.204,61508.201,123494.103,19988.137,-162253.325,58165.632
95.052,09-21-2026 21:20:04:393,-225144.205,78205.446,125995.979,60036.741,124126.032,14947.997,-165947.889,56484.557
95.05601,09-21-2026 21:20:04:397,-225149.211,71129.509,126686.648,58140.821,124791.22,6274.269,-174886.352,55436.931
95.06001,09-21-2026 21:20:04:401,-225147.066,69503.956,126751.11,58338.902,124580.577,5688.206,-177150.762,56387.103
95.064,09-21-2026 21:20:04:405,-225144.205,77918.584,125821.009,61140.336,123560.622,17175.036,-166424.607,58409.266
95.068,09-21-2026 21:20:04:409,-225155.649,80882.827,125636.831,61423.309,123505.19,19753.712,-162849.222,58092.541
95.07201,09-21-2026 21:20:04:413,-225164.947,76675.514,126134.113,59668.876,124225.81,13307.022,-168093.12,56240.923
95.076,09-21-2026 21:20:04:417,-225164.232,69790.819,126760.319,57999.335,124868.825,5453.781,-176912.403,55388.204
95.08,09-21-2026 21:20:04:421,-225159.94,69982.06,126640.603,58678.47,124469.712,6860.332,-176793.224,56533.284
95.08401,09-21-2026 21:20:04:425,-225156.364,78205.446,125765.756,61310.12,123505.19,17878.311,-166067.069,58457.992
95.08801,09-21-2026 21:20:04:429,-225169.238,81360.931,125599.995,61593.093,123460.844,20339.775,-162372.504,58165.632
95.092,09-21-2026 21:20:04:433,-225177.106,76962.376,126115.695,59753.768,124214.724,13775.872,-167735.582,56289.65
95.09601,09-21-2026 21:20:04:437,-225179.252,70077.681,126741.901,58055.929,124846.652,5688.206,-176435.685,55388.204
95.10001,09-21-2026 21:20:04:441,-225174.961,69886.439,126649.812,58593.578,124480.799,6743.119,-176793.224,56484.557
95.104,09-21-2026 21:20:04:445,-225172.636,78300.217,125767.365,61310.12,123493.388,17876.478,-165920.799,58457.054
95.108,09-21-2026 21:20:04:449,-225183.946,81245.283,125594.363,61563.991,123448.148,20275.267,-162325.297,58165.766
95.11201,09-21-2026 21:20:04:453,-225192.797,77220.36,126084.536,59815.101,124171.987,13918.476,-167359,56296.668
95.116,09-21-2026 21:20:04:457,-225192.797,70054.033,126738.101,58009.795,124850.586,5522.714,-176467.604,55374.256
95.12,09-21-2026 21:20:04:461,-225187.88,69857.695,126641.989,58602.161,124488.667,6722.108,-176707.304,56466.586
95.12401,09-21-2026 21:20:04:465,-225182.471,78005.711,125776.976,61197.288,123527.318,17636.599,-166160.499,58432.78
95.12801,09-21-2026 21:20:04:469,-225192.797,81245.283,125594.363,61563.991,123448.148,20275.267,-162205.447,58190.04
95.132,09-21-2026 21:20:04:473,-225200.173,77809.373,126026.869,60040.764,124126.747,14758.052,-166280.349,56442.312
95.136,09-21-2026 21:20:04:477,-225200.665,70741.215,126680.434,58150.835,124805.346,6242.35,-175149.253,55422.804
95.14001,09-21-2026 21:20:04:481,-225196.239,69563.189,126709.268,58432.914,124545.217,6002.472,-176947.004,56345.216
95.144,09-21-2026 21:20:04:485,-225190.83,77613.035,125844.255,61112.664,123583.868,17156.841,-166520.049,58408.506
95.148,09-21-2026 21:20:04:489,-225201.648,81147.114,125613.585,61563.991,123459.458,20275.267,-162205.447,58214.314
95.15201,09-21-2026 21:20:04:493,-225207.549,78300.217,125978.813,60153.596,124081.507,15477.689,-165561.249,56587.956
95.15601,09-21-2026 21:20:04:497,-225210.992,71133.89,126709.268,58207.251,124805.346,6482.229,-174550.003,55447.078
95.16,09-21-2026 21:20:04:501,-225206.074,68974.175,126814.991,58207.251,124647.006,5282.835,-177426.404,56272.394
95.164,09-21-2026 21:20:04:505,-225202.14,77122.191,125901.923,61056.249,123629.108,16677.084,-166759.749,58384.232
95.16801,09-21-2026 21:20:04:509,-225211.975,80656.27,125642.419,61479.367,123482.078,19915.449,-162445.147,58214.314
95.172,09-21-2026 21:20:04:513,-225218.368,78496.555,125940.368,60294.635,124047.577,15837.507,-164961.998,56636.504
95.176,09-21-2026 21:20:04:517,-225222.302,70839.384,126690.045,58150.835,124805.346,6362.29,-174550.003,55422.804
95.18001,09-21-2026 21:20:04:521,-225220.826,68777.838,126805.38,58179.043,124658.316,5042.956,-177426.404,56223.846
95.18401,09-21-2026 21:20:04:525,-225214.925,76729.515,125901.923,60943.417,123663.038,16317.265,-167119.299,58335.684
95.188,09-21-2026 21:20:04:529,-225225.252,80459.932,125632.808,61451.159,123493.388,19795.51,-162564.997,58214.314
95.192,09-21-2026 21:20:04:533,-225232.136,76827.684,126074.925,59815.101,124183.297,14158.355,-166999.449,56442.312
95.19601,09-21-2026 21:20:04:537,-225234.595,69563.189,126747.713,57981.587,124884.516,5402.774,-176227.904,55374.256
95.2,09-21-2026 21:20:04:541,-225228.202,68777.838,126690.045,58376.498,124579.146,5882.532,-177186.704,56320.942
95.204,09-21-2026 21:20:04:545,-225223.687,77119.777,125803.754,61125.271,123575.553,17069.58,-166456.794,58412.037
95.20801,09-21-2026 21:20:04:549,-225234.416,80635.483,125575.587,61524.562,123428.523,20327.481,-162150.954,58267.734
95.21201,09-21-2026 21:20:04:553,-225242.999,77320.674,126011.178,59955.917,124107.122,14688.806,-166333.77,56487.999
95.216,09-21-2026 21:20:04:557,-225244.072,69686.57,126716.42,57959.459,124853.581,5541.623,-176052.666,55357.627
95.22,09-21-2026 21:20:04:561,-225238.708,69083.878,126664.564,58415.792,124548.212,6042.839,-176913.834,56319.646
95.22401,09-21-2026 21:20:04:565,-225233.343,77119.777,125803.754,61096.75,123575.553,17069.58,-166456.794,58387.987
95.228,09-21-2026 21:20:04:569,-225244.609,80836.38,125575.587,61581.604,123417.213,20452.785,-161781.882,58267.734
95.232,09-21-2026 21:20:04:573,-225251.582,77421.123,126000.807,59984.438,124107.122,14814.11,-166087.722,56512.05
95.23601,09-21-2026 21:20:04:577,-225254.801,69887.468,126716.42,58016.501,124842.271,5792.231,-175806.618,55357.627
95.24001,09-21-2026 21:20:04:581,-225248.364,68882.98,126706.049,58358.751,124582.142,6042.839,-176913.834,56295.595
95.244,09-21-2026 21:20:04:585,-225245.145,77019.328,125824.496,61096.75,123586.863,17069.58,-166456.794,58387.987
95.248,09-21-2026 21:20:04:589,-225255.337,80836.38,125575.587,61581.604,123417.213,20452.785,-161781.882,58291.785
95.25201,09-21-2026 21:20:04:593,-225263.92,78224.713,125917.837,60241.125,124027.952,15816.541,-164857.482,56656.352
95.256,09-21-2026 21:20:04:597,-225268.212,70791.506,126664.564,58187.626,124797.031,6669.358,-174330.33,55453.829
95.26,09-21-2026 21:20:04:601,-225264.993,68983.429,126768.276,58273.188,124627.382,5541.623,-176790.81,56199.393
95.26401,09-21-2026 21:20:04:605,-225259.629,76617.533,125917.837,60954.146,123666.033,16443.061,-166825.866,58339.886
95.26801,09-21-2026 21:20:04:609,-225271.967,80735.931,125627.443,61581.604,123439.833,20327.481,-161781.882,58315.835
95.272,09-21-2026 21:20:04:613,-225278.404,78726.957,125907.466,60412.25,123994.022,16568.365,-164119.338,56800.655
95.276,09-21-2026 21:20:04:617,-225283.769,71193.301,126674.935,58273.188,124763.101,7045.27,-173592.186,55501.93
95.28001,09-21-2026 21:20:04:621,-225278.941,68280.288,126861.617,58045.022,124706.551,4789.8,-177282.906,56127.242
95.284,09-21-2026 21:20:04:625,-225273.04,76115.289,125969.693,60811.542,123711.273,15816.541,-167317.962,58291.785
95.288,09-21-2026 21:20:04:629,-225282.696,80434.585,125637.814,61524.562,123462.453,20076.873,-161904.906,58339.886
95.29201,09-21-2026 21:20:04:633,-225286.987,78827.405,125886.724,60469.292,123982.713,16818.972,-163750.266,56872.807
95.29601,09-21-2026 21:20:04:637,-225291.279,71193.301,126674.935,58244.667,124763.101,7045.27,-173346.138,55477.879
95.3,09-21-2026 21:20:04:641,-225286.987,68079.39,126892.731,57959.459,124729.171,4539.192,-177405.93,56055.091
95.304,09-21-2026 21:20:04:645,-225280.729,75861.687,125994.414,60776.047,123744.666,15603.574,-167425.116,58266.349
95.30801,09-21-2026 21:20:04:649,-225288.865,79982.901,125686.765,61435.111,123489.678,19827.428,-162278.761,58289.282
95.312,09-21-2026 21:20:04:653,-225295.436,77726.046,125984.49,60202.948,124055.087,15727.805,-164974.471,56706.912
95.316,09-21-2026 21:20:04:657,-225297.001,70072.361,126708.955,58082.483,124820.054,6410.48,-174654.52,55422.67
95.32001,09-21-2026 21:20:04:661,-225292.307,68208.002,126798.272,58111.138,124664.843,5168.17,-177105.165,56110.657
95.32401,09-21-2026 21:20:04:665,-225286.049,75763.562,125934.869,60776.047,123689.234,15852.036,-167425.116,58266.349
95.328,09-21-2026 21:20:04:669,-225295.436,80179.15,125607.371,61521.076,123412.072,20200.121,-161788.632,58335.147
95.332,09-21-2026 21:20:04:673,-225301.069,78118.542,125885.248,60346.223,123988.569,16473.191,-164116.745,56798.644
95.33601,09-21-2026 21:20:04:677,-225304.824,70661.106,126639.486,58225.758,124764.621,6907.404,-173674.261,55468.536
95.34,09-21-2026 21:20:04:681,-225298.253,68011.754,126808.197,58025.173,124698.102,4919.708,-177105.165,56064.791
95.344,09-21-2026 21:20:04:685,-225291.681,75665.438,125954.718,60776.047,123722.493,15727.805,-167302.584,58243.416
95.34801,09-21-2026 21:20:04:689,-225299.817,79982.901,125647.068,61492.421,123445.332,20075.89,-161788.632,58335.147
95.35201,09-21-2026 21:20:04:693,-225306.389,78511.039,125865.4,60489.498,123944.223,16970.115,-163504.084,56867.442
95.356,09-21-2026 21:20:04:697,-225309.518,70857.355,126639.486,58225.758,124753.535,7155.866,-173306.665,55445.603
95.36001,09-21-2026 21:20:04:701,-225304.824,67913.63,126847.893,57967.863,124709.189,4671.246,-177105.165,55995.993
95.36401,09-21-2026 21:20:04:705,-225297.627,75272.942,126004.338,60661.427,123766.839,15230.881,-167670.181,58197.55
95.368,09-21-2026 21:20:04:709,-225306.702,80081.025,125656.992,61521.076,123445.332,20075.89,-161788.632,58335.147
95.372,09-21-2026 21:20:04:713,-225311.708,78707.287,125865.4,60546.808,123944.223,17218.577,-163259.019,56936.241
95.37601,09-21-2026 21:20:04:717,-225316.402,71151.727,126639.486,58283.068,124731.362,7280.097,-172939.068,55468.536
95.38,09-21-2026 21:20:04:721,-225311.396,67717.381,126867.742,57881.899,124742.448,4422.784,-177350.229,55927.194
95.384,09-21-2026 21:20:04:725,-225304.511,75076.693,126014.263,60632.773,123766.839,15106.65,-167915.245,58151.684
95.38801,09-21-2026 21:20:04:729,-225310.144,79688.529,125637.144,61435.111,123445.332,19951.659,-162156.229,58312.214
95.39201,09-21-2026 21:20:04:733,-225314.525,78707.287,125815.779,60575.463,123922.05,17218.577,-163259.019,56936.241
95.396,09-21-2026 21:20:04:737,-225316.715,70857.355,126619.637,58254.413,124753.535,7280.097,-173184.132,55468.536
95.4,09-21-2026 21:20:04:741,-225312.334,67717.381,126847.893,57939.209,124742.448,4422.784,-177350.229,55950.127
95.40401,09-21-2026 21:20:04:745,-225303.975,74806.55,126022.756,60592.226,123795.137,14919.834,-168055.212,58170.281
95.408,09-21-2026 21:20:04:749,-225311.217,79781.244,125627.577,61523.49,123437.598,20060.959,-161801.194,58386.735
95.412,09-21-2026 21:20:04:753,-225315.508,78610.728,125815.287,60592.226,123910.472,17302.307,-163051.997,56991.807
95.41601,09-21-2026 21:20:04:757,-225320.068,71002.373,126605.645,58322.273,124717.817,7396.237,-172683.185,55476.627
95.42001,09-21-2026 21:20:04:761,-225313.899,67685.91,126852.632,57914.845,124729.35,4512.191,-177060.998,55933.586
95.424,09-21-2026 21:20:04:765,-225306.925,74806.55,126022.756,60563.124,123772.07,14794.441,-167930.131,58122.18
95.428,09-21-2026 21:20:04:769,-225313.094,79683.701,125647.336,61436.184,123426.065,19810.172,-161926.274,58362.685
95.43201,09-21-2026 21:20:04:773,-225319.263,78415.642,125854.805,60534.023,123922.005,17051.52,-163302.158,56943.707
95.436,09-21-2026 21:20:04:777,-225321.946,70709.744,126645.163,58234.967,124752.417,7145.45,-173183.507,55452.577
95.44,09-21-2026 21:20:04:781,-225316.849,67685.91,126852.632,57943.947,124717.817,4512.191,-177060.998,55933.586
95.44401,09-21-2026 21:20:04:785,-225308.803,74611.464,126042.515,60534.023,123795.137,14669.048,-168180.292,58122.18
95.44801,09-21-2026 21:20:04:789,-225315.508,79781.244,125617.698,61523.49,123402.998,20060.959,-161676.113,58362.685
95.452,09-21-2026 21:20:04:793,-225321.141,77732.841,125884.444,60301.207,123956.606,16299.16,-164052.64,56847.505
95.456,09-21-2026 21:20:04:797,-225323.555,69539.227,126724.199,57973.049,124833.152,6016.911,-174559.39,55356.375
95.46001,09-21-2026 21:20:04:801,-225316.581,67880.996,126783.475,58118.559,124683.216,5139.158,-176810.837,56029.788
95.464,09-21-2026 21:20:04:805,-225310.68,74904.093,125983.238,60679.532,123737.469,15296.014,-167554.89,58170.281
95.468,09-21-2026 21:20:04:809,-225318.995,80073.873,125597.939,61610.795,123368.397,20437.139,-161175.792,58410.786
95.47201,09-21-2026 21:20:04:813,-225325.701,78318.099,125874.564,60475.819,123922.005,16926.127,-163302.158,56943.707
95.47601,09-21-2026 21:20:04:817,-225330.26,70026.942,126714.319,58118.559,124810.085,6393.091,-173933.989,55380.425
95.48,09-21-2026 21:20:04:821,-225321.946,67880.996,126803.234,58118.559,124694.75,5139.158,-176685.757,56005.738
95.484,09-21-2026 21:20:04:825,-225316.313,75001.636,125993.118,60708.634,123737.469,15296.014,-167554.89,58170.281
95.48801,09-21-2026 21:20:04:829,-225322.482,80073.873,125607.818,61610.795,123368.397,20437.139,-161175.792,58410.786
95.492,09-21-2026 21:20:04:833,-225330.26,78513.185,125864.685,60563.124,123898.938,17176.913,-163177.078,56967.757
95.496,09-21-2026 21:20:04:837,-225333.479,70026.942,126714.319,58060.355,124821.618,6393.091,-174059.069,55380.425
95.50001,09-21-2026 21:20:04:841,-225325.701,67978.539,126803.234,58147.661,124694.75,5139.158,-176560.676,56005.738
95.50401,09-21-2026 21:20:04:845,-225318.056,74805.477,126035.854,60637.6,123767.51,14988.365,-167742.287,58143.503
